msc_020330_0010#0,"""..."""
msc_020330_0020#0,"""ระดับการเหนี่ยวนำ Photon ล่ะ?"""
msc_020330_0030#0,"""100% ค่ะ มีอยู่ช่วงเวลาสั้นๆ<br>ที่ทะลุขีดจำกัดไปด้วยซ้ำ กำลังวิเคราะห์ข้อมูลค่ะ"""
msc_020330_0040#0,"""เข้าใจล่ะ"""
msc_020330_0050#0,"""หลังจากวิเคราะห์เสร็จแล้ว ให้ป้อน<br>ฟีดแบคเข้าไปในตัวทดลองทันทีเลยนะ"""
msc_020330_0060#0,"""ยอมรับการคัดลอกข้อมูล<br>ไปยังโคลนร่างที่สี่ค่ะ"""
msc_020330_0070#0,"""พวกเธอทำได้เหนือความคาดหมายของฉันมาก<br>การทดลองนี้จบลงแล้วล่ะ"""
msc_020330_0080#0,"""นายพูดเรื่องอะไรน่ะ?"""
msc_020330_0090#0,"""...อะไรจบลงงั้นเหรอ?"""
msc_020330_0100#0,"""ทุกอย่างก็เพื่อวันแห่งการมาเยือน (Day of Arrival)"""
msc_020330_0110#0,"""การทดลองนี้จำเป็นต้องเสร็จสิ้นก่อนที่วันนั้นจะมาถึง"""
msc_020330_0120#0,"""วันแห่งการมาเยือน...<br>รู้สึกว่าฟาเรีย (Pharia) ก็เคยพูดถึงเรื่องนี้เหมือนกันนะ"""
msc_020330_0130#0,"""มันจะเป็นวันที่<br>เกิดหายนะครั้งใหญ่"""
msc_020330_0140#0,"""สำหรับอนาคตของ<br>มวลมนุษยชาติน่ะนะ"""
msc_020330_0150#0,"""ก่อนที่เหตุการณ์นั้นจะเกิดขึ้น เราต้องฟื้นฟู<br>ความแข็งแกร่งของ ARKS ให้กลับมาเป็นเหมือนเดิม"""
msc_020330_0160#0,"""เหมือนกับที่พวกเขาเคยเป็น<br>เมื่อหนึ่งพันปีก่อน"""
msc_020330_0170#0,"""ความแข็งแกร่งแต่เดิมของ ARKS งั้นเหรอ?"""
msc_020330_0180#0,"""เมื่อหนึ่งพันปีก่อน?"""
msc_020330_0190#0,"""สิ่งที่สูญหายและถูกลืมเลือน<br>ไปตามกาลเวลา ความแข็งแกร่งที่แท้จริงของ ARKS"""
msc_020330_0200#0,"""ถ้าหากเรามีความแข็งแกร่งนั้น<br>เราก็คงหลีกเลี่ยงหายนะครั้งต่อไปได้"""
msc_020330_0210#0,"""ทุกอย่างมันเริ่มต้นขึ้นเมื่อห้าร้อยปีก่อน..."""
msc_020330_0220#0,"""วันหนึ่ง จู่ๆ พวก Starless ก็บุกโจมตีพวกเราใน<br>อวกาศ และพวกเราก็สูญเสียกองยานสำรวจไปทั้งกอง"""
msc_020330_0230#0,"""Starless งั้นเหรอ?"""
msc_020330_0240#0,"""พวกมันคือสิ่งมีชีวิตที่ท่องไปในจักรวาล<br>และทำลายล้างทุกสิ่งที่พวกมันพบเจอจนราบคาบ"""
msc_020330_0250#0,"""นั่นคือชื่อที่พวกเราตั้ง<br>ให้กับสิ่งมีชีวิตที่มุ่งร้ายพวกนั้น"""
msc_020330_0260#0,"""หลังจากนั้น พวก Starless ก็เข้าทำลายล้างดวงดาวใกล้เคียง<br>และในท้ายที่สุด พวกมันก็กวาดล้างระบบดาวไป 50 แห่ง และคร่าชีวิตไปกว่าเจ็ดแสนล้านชีวิต"""
msc_020330_0270#0,"""พวกเราซึ่งเคยเสวยสุขกับความสงบสุขมาหลายศตวรรษ<br>กลับไร้พลังต่อกรกับพวกมันโดยสิ้นเชิง"""
msc_020330_0280#0,"""นักรบจำนวนมากล้มตาย<br>อย่างสิ้นหวังบนสนามรบ"""
msc_020330_0290#0,"""ชะตากรรมและอนาคตของ<br>มวลมนุษยชาตินั้นถูกลิขิตไว้หมดแล้ว"""
msc_020330_0300#0,"""...แต่ทว่าจุดจบนั้นก็ไม่เคยมาถึง"""
msc_020330_0310#0,"""วันหนึ่ง พวก Starless ก็หายตัวไป<br>รวดเร็วพอกับตอนที่พวกมันปรากฏตัวขึ้นมา"""
msc_020330_0320#0,"""ราวกับว่าพวกมันไม่เคยมีอยู่จริง"""
msc_020330_0330#0,"""และเมื่อเวลาผ่านไป ผู้คนก็ค่อยๆ<br>ลืมเลือนภัยคุกคามจากพวก Starless ไปในที่สุด"""
msc_020330_0340#0,"""ทุกคน ยกเว้นพวกเรา"""
msc_020330_0350#0,"""พวกเรา Resurgent ARKS ได้ทำนายถึงการกลับมาของพวก Starless<br>พวกเรามีตัวตนอยู่เพื่อเตรียมพร้อมรับมือสำหรับวันแห่งการมาเยือนของพวกมัน"""
