name01#0,"""Xiera"""
text01#0,"""<red>Even after using<c> some Talis PAs, the<br><red>effects can still linger after some<br>time<c>, take the PA \""Jet Wheel\"" for instance!"""
text02#0,"""Some PAs, like the Twin Machinegun PA<br>\""Dive Bullet\"", have the ability to<br>switch weapons after being used!"""
text03#0,"""After using the Talis PA \""Jet Wheel\""<br><red>Long press the PA \""Dive Bullet\""<c> to<br>switch to a Twin Machinegun, after the PA was used."""
text101#0,"""Task 6: <yellow>Combine two PAs in a combo."""
train_title#0,"""Task 6: <yellow>Combine two PAs in a combo."""
tut_title#0,"""タリスの派生アクションについて"""
text100#0,"""・Use the Talis PA \""Jet Wheel\"" using <%NormalAttack><br>・While \""Jet Wheel\"" is activated, press<br>and hold <%PhotonArts> to swap to \""Dive Bullet\""."""
text100_3b#0,"""・Use the Talis PA \""Jet Wheel\"" using <%PhotonArts<br>・While \""Jet Wheel\"" is activated, press<br>and hold <%MainPaletteC> to swap to \""Dive Bullet\""."""
tut_win_title#0,"""『武器切り替えＰＡ』について"""
tut_win_text100#0,"""Each weapon Hero uses has a weapon switching PA<br>that allows it to swap to a different weapon type.<br><br>When held for a longer duration, you will swap to<br>a different weapon type. However, lightly pressing<br>the PA will use it like normal without swapping."""
