name01#0,"""Xiera"""
text01#0,"""では、レスタについて<br>説明します！"""
text02#0,"""<red>レスタ<c>は光属性のテクニックで<br><red>近くにいる味方のＨＰを<br>回復<c>することができるんですよ。"""
text03#0,"""それでは、レスタで<br>ご自身とアフィンさんのＨＰを<br>回復してみましょう。"""
text101#0,"""課題２：<yellow>レスタでパートナーのＨＰを回復させる"""
train_title#0,"""課題２：<yellow>レスタでパートナーのＨＰを回復させる"""
tut_title#0,"""『レスタ』について"""
text100#0,"""・<%PhotonArts>で体力を回復させるレスタが発動"""
text100_3b#0,"""・<%PhotonArts>で体力を回復させるレスタが発動"""
tut_win_title#0,"""『レスタ』について"""
tut_win_text100#0,"""レスタは<br>範囲内の味方のＨＰを回復する<br>光属性のテクニックです。<br><br>一定の時間発動した場所に残り<br>範囲に入ると効果を受けることができます。<br><br>戦闘時などでダメージを受ける前に<br>発動しておく使い方が有効です。"""
