name01#0,"""Xiera"""
text01#0,"""<red>スタイリッシュロール<c>について<br>説明します！"""
text02#0,"""ツインマシンガン装備時は<br><red>武器アクションで回避行動である<br>スタイリッシュロール<c>が出せます。"""
text03#0,"""さっそく、スタイリッシュロールを<br>使ってみましょう。"""
text101#0,"""課題２：<yellow>スタイリッシュロールを３回行う"""
train_title#0,"""課題２：<yellow>スタイリッシュロールを３回行う"""
tut_title#0,"""『スタイリッシュロール』について"""
text100#0,"""・<%WeaponAction>でスタイリッシュロール<br>\u3000３回まで連続で出せる"""
text100_3b#0,"""・<%MainPaletteC>でスタイリッシュロール<br>\u3000３回まで連続で出せる"""
tut_win_title#0,"""『スタイリッシュロール』について"""
tut_win_text100#0,"""ツインマシンガンを装備しているとき<br>武器アクションで発動できます。<br><br>スタイリッシュロールは回避性能があり<br>いつでも出すことができます。"""
