name01#0,"""Xiera"""
text01#0,"""Now, let me explain <red>Wired Lance Gear<c>!"""
text02#0,"""When you have Wired Lance Gear, <red>holding Photon Arts<c> consume one level of Gear to raise their power."""
text03#0,"""Try using a Photon Art with <red>one or more levels of Gear<c>."""
text101#0,"""Task 4: <yellow>Use a Photon Art with one or more levels of Gear"""
train_title#0,"""Task 4: <yellow>Use a Photon Art with one or more levels of Gear"""
tut_title#0,"""Wired Lance Gear"""
text100#0,"""・Attack enemies until you have Gear<br>・Use a Photon Art with <%PhotonArts>"""
text100_3b#0,"""・Attack enemies until you have Gear<br>・Use a Photon Art with <%PhotonArts>"""
tut_win_title#0,"""Wired Lance Gear"""
tut_win_text100#0,"""By learning the Class Skill \""Wired Lance Gear\"", you can further increase the performance of your Wired Lance.<br><br>Gear is filled by attacking, and gains one stack every time a level is filled.<br><br>When using hold-type Photon Arts, a stacked Gear will be consumed to increase the Photon Art's power."""
