name01#0,"""Xiera"""
text01#0,"""タリスは遠くのエネミーを<br>攻撃することができる<red>投擲武器<c>です。"""
text02#0,"""最大の特徴は、タリスを投擲後は<br>しばらくタリスが<red>その場に留まり<c><br>そこからテクニックが放てます。"""
text03#0,"""タリスを通常攻撃で投げた後に<br><red>チャージテクニック<c>を<br>撃ってみましょう。"""
text101#0,"""課題４：<yellow>タリスの設置"""
train_title#0,"""課題４：<yellow>タリスの設置"""
tut_title#0,"""タリスについて"""
text100#0,"""・<%NormalAttack>で通常攻撃をする<br>・<%PhotonArts>でテクニックを<br>\u3000チャージして発動する"""
text100_3b#0,"""・<%NormalAttack>で通常攻撃を出す<br>・<%PhotonArts>もしくは<%MainPaletteC>でテクニックを<br>\u3000チャージして発動する"""
tut_win_title#0,"""タリスについて"""
tut_win_text100#0,"""武器「タリス」について、説明します。<br><br>タリスは、<br>カード状のパーツを飛ばしてテクニックを<br>パーツから発動させる独特な動きをする<br>法撃武器です。<br><br>フォースが近づきにくい場所にタリスを飛ばし<br>そこを起点にしての攻撃など、<br>攻撃バリエーションが広がります。"""
