name01#0,"""Xiera"""
text01#0,"""ジェットブーツは攻撃中に<br>武器アクションを行うと<br><red>派生攻撃<c>を出すことができます！"""
text02#0,"""通常攻撃をしている途中に<br><red>武器アクションボタン<c>で<br>派生攻撃を出してみてください！"""
text101#0,"""課題４：<yellow>派生攻撃を発動する"""
train_title#0,"""課題４：<yellow>派生攻撃を発動する"""
tut_title#0,"""派生攻撃について"""
text100#0,"""・<%NormalAttack>で通常攻撃をする<br>・通常攻撃中に<%WeaponAction>で<br>\u3000武器アクションをする"""
text100_3b#0,"""・<%NormalAttack>で通常攻撃をする<br>・通常攻撃中に<%MainPaletteC>で<br>\u3000武器アクションをする"""
tut_win_title#0,"""派生攻撃について"""
tut_win_text100#0,"""ジェットブーツの通常攻撃とＰＡは<br>発動時に武器アクションをすることで<br>派生攻撃に変化します。<br><br>通常攻撃は「回転蹴り」に変化します。"""
tut_win_text101#0,"""一部のＰＡの派生攻撃は<br>対応したテクニックを習得していれば<br>自動でチャージテクニックが発動します。"""
