name01#0,"""Xiera"""
text01#0,"""では、<red>ワイズスタンス<c>について<br>説明します！"""
text02#0,"""ワイズスタンスはエネミーの<red>後方から<br>攻撃すると与えるダメージが増加<c>する<br>スキルになります。"""
text03#0,"""それでは、ワイズスタンスを発動して<br>エネミーを背面から倒してみましょう。"""
text101#0,"""課題５：<yellow>ワイズスタンスで敵を倒す"""
train_title#0,"""課題５：<yellow>ワイズスタンスで敵を倒す"""
tut_title#0,"""『ワイズスタンス』について"""
text100#0,"""・サブパレットからワイズスタンスを発動<br>・エネミーを背面から攻撃して倒す"""
text100_3b#0,"""・サブパレットからワイズスタンスを発動<br>・エネミーを背面から攻撃して倒す"""
tut_win_title#0,"""『ワイズスタンス』について"""
tut_win_text100#0,"""ワイズスタンスを発動すると<br>エネミーの背面から与えるダメージが<br>増加します。<br><br>正面から攻撃した場合は与えるダメージが<br>減少します。"""
