st_047030_0001#0,"""A.P.241/4/22/18:00"""
st_047030_0010#0,"""…저기, 히츠기야.<br>정말 마더와 싸울 생각이야?"""
st_047030_0020#0,"""뭐야? 이제 와서 겁먹은 거야?"""
st_047030_0030#0,"""아, 아니, 그런 건 아닌데…<br>규모가 너무 커져서 이제 우리 힘으로는<br>감당할 수 없게 된 게 아닐까~… 해서."""
st_047030_0040#0,"""확실히… 어느샌가<br>얘기가 엄청 커져 버렸지."""
st_047030_0050#0,"""마더 클러스터 간부니…<br>구현무장이니, 에스카 다커니…<br>얼마 전까진 상상도 못 했어."""
st_047030_0060#0,"""그래도.<br>아무리 규모가 큰 얘기가 되어도<br>내 목적은 하나도 변하지 않아."""
st_047030_0070#0,"""알을 마더에게서 구해낸다.<br>내 목적은 그것뿐."""
st_047030_0080#0,"""…그렇구나."""
st_047030_0090#0,"""코오리는 아직 망설이고 있잖아?<br>마더와 적대해도 되는 건지."""
st_047030_0100#0,"""후엣!?<br>아, 아니, 그런 건…!"""
st_047030_0110#0,"""마더가 옳은지 틀렸는지<br>우리가 옳은지 틀렸는지<br>그건 당사자인 우리로선 알 수 없어."""
st_047030_0120#0,"""그러니까 그건 중요하지 않아.<br>자기 의지를 갖고 움직이고 있는지."""
st_047030_0130#0,"""스스로 생각하고, 스스로… 정한다.<br>그저 그뿐이야."""
st_047030_0140#0,"""그러니까 코오리, 아직 망설임이 있다면<br>무리해서 날 따라오지 않아도 돼.<br>망설인 채로는 괴로우니까."""
st_047030_0150#0,"""히츠기는 알을 구하고 싶어 해.<br>그렇다면 나는 그런 히츠기를 돕고<br>힘이 돼 주고 싶어. 내 목적은 그것뿐이야."""
st_047030_0160#0,"""그러니까 망설임도 뭐도 없어.<br>나는 히츠기랑 함께 갈 거야."""
st_047030_0170#0,"""코오리…"""
st_047030_0180#0,"""게다가 마더가 틀렸다면<br>우리가 멈춰 줘야지.<br>…마더 클러스터의 일원으로서."""
st_047030_0190#0,"""…그럼 평소처럼<br>사정없이 휘둘리게 할 테니까<br>각오해 둬, 코오리."""
st_047030_0200#0,"""응."""
st_047030_0210#0,"""…히츠기야, 변했네."""
st_047030_0220#0,"""그래?<br>강한 척할 뿐일지도 모르는데?"""
st_047030_0230#0,"""아니, 그렇지 않아.<br>전에는 논리로 답을 내고<br>그대로 기세로 밀어붙이는 느낌이었는데, 지금은 달라."""
st_047030_0240#0,"""마음 가는 대로 말하고, 마음 가는 대로 움직이고<br>기세를 붙여서, 팡, 하는 느낌."""
st_047030_0250#0,"""생각 없이 움직인다는 말로 들리는데…<br>뭐, 사실 그대로지만."""
st_047030_0260#0,"""…그래도 나는<br>지금의 히츠기가 더 좋아."""
st_047030_0270#0,"""…흐~음, 히츠기 흉내 내지 마!<br>하고 화내지 않아도 되는 거야?<br>가짜다! 하고 베려고 달려들거나?"""
st_047030_0280#0,"""…이, 이제 그 얘기는 하지 마~!"""
st_047030_0290#0,"""게다가 그때 히츠기는<br>정말 어중간한 느낌이었단 말이야~!<br>마치 가짜 같았단 말이야~!"""
st_047030_0300#0,"""…너 은근히 독설하네.<br>확실히 그땐 갈팡질팡했지만."""
st_047030_0310#0,"""뭐~, 그때~, 코오리 씨가~<br>확 베어줬으니까~ 덕분에<br>눈을 뜰 수 있었지만 말이야~."""
st_047030_0320#0,"""으으으으으으… 베어 줘!<br>나도 베어 줘! 찔러 줘! 확 찔러 줘!<br>히츠기의 손으로 날 죽여 줘!"""
st_047030_0330#0,"""그리고 히츠기의 마음속에서<br>나는 살아가는 거야… 영원히, 덧없이…"""
st_047030_0340#0,"""…아, 왠지 그거 로맨틱할지도!<br>마음속에서 계속 살아간다니… 멋져…!"""
st_047030_0350#0,"""…언제 어디서나<br>전혀 흔들리지 않는 점만큼은 배우고 싶네, 정말."""
