st_047080_0001#0,"""A.D.2028/4/23/15:00"""
st_047080_0010#0,"""……후후, 하하하!<br>인간의 의지는 나조차 능가하는가!"""
st_047080_0020#0,"""……허나 나는 지지 않는다!<br>나와 함께 걸어온 자들을 위해서도……<br>숙원을 이루기 전까지 멈출 수는…… 없다!"""
st_047080_0030#0,"""크…… 으으…… 으아아아아아악!!"""
st_047080_0040#0,"""이녀석…… 그때 나타났던 검은 그림자!<br>어째서 여기에……!"""
st_047080_0050#0,"""마더를…… 흡수하려 하고 있어……?"""
st_047080_0060#0,"""마더의 힘이 약해진 틈을 타서<br>튀어나온 건가!?"""
st_047080_0070#0,"""그만둬라…… 악의의 결정이여……!<br>나는 파괴 따윈 바라지 않는다……!<br>나는…… 나는………… 그저…………!"""
st_047080_0080#0,"""알! 마더!"""
st_047080_0090#0,"""뭐…… 냐고, 이건……!"""
st_047080_0100#0,"""……<%me> 씨.<br>반응, 이쪽에서도 포착했습니다."""
st_047080_0110#0,"""틀림 없습니다.<br>새로운 다크 펄스의 출현입니다."""
st_047080_0120#0,"""마더 안에 있던 알이<br>완전히 다크 펄스가 되어버린 건가……!?"""
st_047080_0130#0,"""……그럴수가."""
st_047080_0140#0,"""큭……!"""
st_047080_0150#0,"""누나……!<br><%me>……!"""
st_047080_0160#0,"""……!?<br>알! 알이야!?"""
st_047080_0170#0,"""나는 아직 여기 있어……<br>마더도 같이 여기 있어."""
st_047080_0180#0,"""누나, 저기 누나.<br>지금의 누나라면 알 수 있지.<br>마더도 괴로워하고 있다는 걸."""
st_047080_0190#0,"""……응. 알아.<br>마더는 외로웠던 거야.<br>버려져서 계속 홀로 외로웠어."""
st_047080_0200#0,"""외톨이의 외로움은<br>나도 잘 알고 있으니까……"""
st_047080_0210#0,"""누나, <%me>.<br>부탁이야, 구해줘, 마더를.<br>내 마지막 부탁……"""
st_047080_0220#0,"""마지막 부탁이라니 함부로<br>그런 말 하지 말라고, 알!"""
st_047080_0230#0,"""이쪽은 말이야, 원래 그럴 셈이었거든!<br>그러려고 여기 온 거야!"""
st_047080_0240#0,"""알을 구하고, 하는 김에 마더도 구해서<br>결과적으로 세계를 구한다!"""
st_047080_0250#0,"""그게 전부인 얘기! 간단한 얘기야!<br>그렇지, <%me>!"""
st_047080_0260#0,"""나의 이 힘은 구하기 위한 힘이야!<br>……기다리고 있어! 알! 마더!"""
