st_061090_0001#0,"""A.P.242/2/17/10:20"""
st_061090_0010#0,"""Экстренное соединение со всеми<br>ARKS! Сигнал врага появился на<br>Материнском корабле!"""
st_061090_0020#0,"""Эти сигналы не похожи на<br>обычные! Будьте предельно<br>осторожны и держитесь только<br>большими группами!"""
st_061090_0030#0,"""Восстановление функций радара<br>займет некоторое время!<br>Всем оперативникам,<br>сотрудничайте и следите за всем<br>происходящим вокруг вас!"""
st_061090_0040#0,"""Члены Совета расположены<br>на линии фронта! Объединённые<br>передвижения приоритетнее,<br>чем самостоятельные действия!"""
st_061090_0050#0,"""Сиерра!<br>Вы связывались с Сяо?"""
st_061090_0060#0,"""Это не хорошо.<br>Я не получаю никакого ответа.<br>Он вошел в режим изоляции."""
st_061090_0070#0,"""Мы подтвердили показания новых<br>врагов, похожих на даркеров<br>на Материнском корабле, а также<br>троицы, которая напала на<br>корабль ARKS на днях."""
st_061090_0080#0,"""Мы до сих пор не могли<br>определять их, и они просто<br>появляются прямо перед нами!.."""
st_061090_0090#0,"""Все в порядке, Сиерра...<br>Я уверена, что мы как-нибудь<br>справимся."""
st_061090_0130#0,"""Всё в порядке, Матои"""
st_061090_0140#0,"""Положись на нас, как-нибудь справимся"""
st_061090_0100#0,"""<%me>……"""
st_061090_0110#0,"""...Да, ты прав. Я поддержу вас,<br>наши Защитники. Это мой долг."""
st_061090_0120#0,"""Мы испытываем некоторые проблемы<br>с функциональностью из-за их<br>атаки на Материнский корабль...<br>Но я поддержу вас как можно<br>лучше!"""
skit01#0,"""The Demise Brings Despair"""
skit02#0,"""Отчаяние, принесённое Богиней Конца"""
