st_061010_0001#0,"""A.P.242/2/11/10:00"""
st_061010_0010#0,"""Ну и ну, и не вспомнить,<br>когда в последний раз мы<br>все так дружно собирались.<br>Даже куча гостей пришло."""
st_061010_0020#0,"""Ульк,<br>не время для шуток."""
st_061010_0030#0,"""Да знаю я.<br>Просто пытаюсь немного<br>приподнять настроение.<br>И так, давайте начнём<br>экстренное командное совещание."""
st_061010_0040#0,"""На повестке дня - Богиня Конца,<br>Шива. Давайте начнём с того,<br>что нам известно."""
st_061010_0050#0,"""И, в таком случае, позвольте<br>мне предоставить вам основную<br>информацию."""
st_061010_0055#0,"""...Я пойдусь по всему,<br>Сяо."""
st_061010_0060#0,"""Конечно, если мы всё не обясним,<br>то не сможем продолжить<br>обсуждение."""
st_061010_0070#0,"""На днях корабль ARKS подвергся<br>нападению со стороны Сивы.<br>Мы считаем, что два человека,<br>которые сопровождали её,<br>были фотонёрами."""
st_061010_0080#0,"""Снова фотонёры...<br>Но почему они так враждебно<br>относятся к ARKS?"""
st_061010_0090#0,"""Из сказанного ей было записано<br>следующее: \""Я была когда-то<br>принесена в жертву ради вас.\"""""
st_061010_0100#0,"""Согласно нашим данным,<br>[Глубинная Тьма], появившаяся<br>в эпоху фотонёров,<br>была запечатана."""
st_061010_0110#0,"""Мы проверили этот факт<br>с Авророй. Хотя она и не знает<br>Сиву лично, мы знаем,<br>что это было."""
st_061010_0120#0,"""Кто-то, использовавший фотоны,<br>использовал их как<br>приманку, чтобы запечатать<br>[Глубинную Тьму] в<br>подпространстве... это была<br>жертва.<br>И теперь они вернулись?"""
st_061010_0130#0,"""Если верить её словам, да.<br>Что касается того, является ли<br>это правдой...<br>Почему бы нам не спросить тех,<br>кто сразился с ней?"""
st_061010_0140#0,"""Я почувстовал(а) необычную силу..."""
st_061010_0150#0,"""…………"""
st_061010_0160#0,"""Эта Шива была не просто<br>девушкой. Двое, что были с ней,<br>тоже выделились. Я согласна с<br>тем, что они - фотонёры."""
st_061010_0170#0,"""И, даже так, Шива довольно<br>необычна. Ни одна из наших атак<br>не достигла её."""
st_061010_0180#0,"""...Это было странно.<br>Словно она полностью поглощала<br>наши удары."""
st_061010_0190#0,"""Это так.<br>Она была создана такой."""
st_061010_0200#0,"""Риса, что ты имеешь ввиду?"""
st_061010_0210#0,"""Риса имеет ввиду способность<br>к поглощению всех фотонов<br>фотонёром. Вы можете себе это<br>представить?"""
st_061010_0220#0,"""Риса видела их, но ты будешь<br>странным, если задашь сейчас<br>вопрос."""
st_061010_0230#0,"""Это интересный способ<br>объяснения...<br>Риса, как много ты знаешь<br>обо всём этом?"""
st_061010_0240#0,"""Я могу предоставить объяснение этому.<br>Риса, можешь передать мне контроль?"""
st_061010_0250#0,"""Да-да-да-да,<br>пероставлю всё тебе.<br>Разбуди Рису, если захочешь<br>посражаться."""
st_061010_0260#0,"""Позвольте мне ещё раз<br>представиться. Я - Генриетта.<br>Я есть та, кого вы назвали бы<br>фотонёром."""
st_061010_0270#0,"""Достопочтенный(а/я) <%me>.<br>Мы встречались однажды раньше.<br>Вы помните?"""
st_061010_0280#0,"""В Куроне?"""
st_061010_0290#0,"""Когда Матои пропала?.."""
st_061010_0300#0,"""Да.<br>Это было довольно удивительно."""
st_061010_0310#0,"""Тогда я была не более,<br>чем остаточной мыслью."""
st_061010_0320#0,"""Я не осознавала себя как<br>Генриетту, и не обладала той<br>же волей, что и сейчас."""
st_061010_0330#0,"""Поговорить с тобой, это всё,<br>что я могла тогда сделать...<br>Я рада, что всё обернулось<br>к лучшему."""
st_061010_0340#0,"""...Я и Шива - пара, в некотором<br>роде. Я могу с вами сейчас<br>говорить именно потому,<br>что она появилась."""
st_061010_0350#0,"""Так ты утверждаешь,<br>что ты с ней связана?"""
