st_061040_0001#0,"""A.P.242/2/15/11:00"""
st_061040_0010#0,"""А?<br>Госпожа Алма?"""
st_061040_0020#0,"""Ааа, с возвращением, ребята...<br>Похоже, вы закончили свою<br>встречу."""
st_061040_0030#0,"""Госпожа Альма, вы в порядке?<br>Неважно выглядите."""
st_061040_0040#0,"""Притворилась, если бы могла,<br>но ты права."""
st_061040_0050#0,"""Хе-ро-во-е само-чув-ствие...<br>Словно мной воспользовались<br>после боя.<br>Какая ностальгия..."""
st_061040_0060#0,"""Хм...<br>Интересно, смогла бы я что-то<br>сделать с той девушкой Сивой,<br>которая появилась..."""
st_061040_0070#0,"""Или, может, это была моя вина...<br>Мне пришлось держать этот<br>барьер, чтобы остановить<br>поглощение фотонов, потому я<br>не могла просто вернуться..."""
st_061040_0080#0,"""А-а-а. Н-не исчезайте, хорошо?"""
st_061040_0090#0,"""Аа, всё в порядке - в порядке.<br>Это, вероятно, не так серьезно..<br>Правда не знаю, поправлюсь ли я."""
st_061040_0100#0,"""Это очень серьезно!"""
st_061040_0110#0,"""Хахахаха.<br>Волнением тут помочь...<br>Я должна принять это красиво<br>и медленно."""
st_061040_0120#0,"""...Извините вы меня.<br>Я не хочу заставлять себя<br>исчезнуть, поэтому я собираюсь<br>отдохнуть от боёв на некоторое<br>время."""
st_061040_0130#0,"""Я сделаю все возможное"""
st_061040_0140#0,"""Отдохните хорошенько"""
st_061040_0150#0,"""Да, думаю, мне просто нужно<br>отдохнуть."""
