st_061070_0001#0,"""A.P.242/2/17/10:00"""
st_061070_0010#0,"""С возвращением вас.<br>Вы ходили на встречу с<br>специалистом по A.I.S.<br>по просьбе Сары, так?"""
st_061070_0020#0,"""Угу. Людмилочкой."""
st_061070_0030#0,"""Она казалась действительно занятой."""
st_061070_0040#0,"""Она казалась действительно надёжной."""
st_061070_0050#0,"""Ха-ха...<br>Она не похожа на плохого<br>человека."""
st_061070_0060#0,"""Ха-ха...<br>Она похожа на тот тип, который<br>сосредостачивается на чём-то,<br>так что, думаю, вы могли бы<br>назвать её надёжной."""
st_061070_0070#0,"""Самые талантливые ARKS<br>не более чем причудливые.<br>Так же, как вы двое."""
st_061070_0080#0,"""Однако, именно она предложила<br>нам привести их в боевую<br>готовность прямо сейчас.<br>И в этот момент она получила<br>право работать над тем, чтобы<br>реализовать это."""
st_061070_0090#0,"""Совершенно очевидно, что она<br>невероятно гениальна...<br>Она действительно нечто."""
st_061070_0100#0,"""Чем вы занимались?"""
st_061070_0110#0,"""Вы закончили приготовления?"""
st_061070_0120#0,"""Искали способ найти Сиву<br>и обдумывали запасной план."""
st_061070_0130#0,"""...Верно.<br>Мы должны быть морально готовы<br>ко всему, что может случиться."""
st_061070_0140#0,"""У ARKS всегда было много<br>информации о даркерах,<br>с которыми вы сражались<br>до сих пор."""
st_061070_0150#0,"""Мы могли обнаружить,<br>где они находятся,<br>распознать Дарк Фальца, и,<br>соответствующе подготовиться."""
st_061070_0160#0,"""Но теперь мы столкнулись с<br>чем-то совершенно другим.<br>Они имеют преимущество, когда<br>дело доходит до<br>военно-политической<br>информации."""
st_061070_0170#0,"""Вот почему мы должны подготовить<br>себя как физически, так и<br>морально, чтобы быть готовыми<br>ко всему..."""
st_061070_0180#0,"""Сяо?"""
st_061070_0190#0,"""...Чёрт. Так вот какова<br>наша разница."""
st_061070_0200#0,"""Сяо?"""
st_061070_0210#0,"""Ч-черезвычайная ситуация!<br>Фиксирую искажение размеров!<br>Враги появляются!"""
st_061070_0220#0,"""Их местоположение...<br>внутри Материнского корабля!<br>Подтверждаю сигналы противника<br>на Материнском корабле."""
st_061070_0230#0,"""И не нужно ничего просчитывать.<br>Как только раздавишь голову,<br>придёт конец."""
skit01#0,"""How Do We Resist The Demise"""
skit02#0,"""Способ противостоять Концу"""
