st_061050_0001#0,"""A.P.242/2/15/15:00"""
st_061050_0010#0,"""Как нам сказали, Сара,<br>исследователь A.I.S.<br>должна быть где-то здесь..."""
st_061050_0020#0,"""Извините..."""
st_061050_0030#0,"""Хмм, это странно..."""
st_061050_0040#0,"""А! Точно-точно-точно."""
st_061050_0050#0,"""Как-бы..."""
st_061050_0060#0,"""Ах, вот блин,<br>это навредит их прочности...<br>Точно, тогда я могу просто<br>использовать это..."""
st_061050_0070#0,"""Ай! В чем дело?<br>Что случилось?"""
st_061050_0080#0,"""Здравствуйте."""
st_061050_0090#0,"""Вы отвечаете за A.I.S. проект?"""
st_061050_0100#0,"""Хм? Хмммммм?<br>Аааа, вот оно что.<br>Хорошо что спросили."""
st_061050_0110#0,"""Очень приятно с вами<br>познакомиться. Я - Людмила<br>из исследовательского отдела.<br>Хорошо, что мы наконец<br>встретились, Защитник."""
st_061050_0120#0,"""Так что, начните подготовку<br>к тренировочной операции<br>и корректировке, пожалуйста.<br>Как только понадобятся, они<br>должны быть на ОК."""
st_061050_0130#0,"""Погоди-ка Людмилочка. Не могу<br>понять о чём ты говоришь."""
st_061050_0140#0,"""О чём?<br>О A.I.S., конечно же."""
st_061050_0150#0,"""Меня поставили ответственной за<br>их модернизацию. Я уже собрала<br>все основные элементы. Теперь<br>они смогут даже в космосе<br>сражаться."""
st_061050_0170#0,"""Но в любом случае, сейчас они<br>для экстренного реагирования.<br>Я все еще беспокоюсь о некоторых<br>универсальных деталях. Вот<br>почему мне нужны оперативные<br>данные."""
st_061050_0180#0,"""Потому я попросила Депортамент<br>по общим вопросам прислать мне<br>лучших из лучших пилотов A.I.S.<br>для тестирования.<br>И вот вы!"""
st_061050_0190#0,"""И нам остаётся сделать только<br>одно. Теперь давайте двигаться<br>дальше. Время не ждёт никого."""
st_061050_0200#0,"""Они должны хорошо<br>функционировать независимо от<br>пилота, поэтому, может мне<br>следует добавить несколько<br>модулей и упростить управление?"""
st_061050_0210#0,"""Сможет ли<br>средний боец вести бой,<br>если я подниму выход?..<br>Их тела, вероятно, не смогут<br>справиться с этим."""
st_061050_0220#0,"""Может быть,<br>если мы укрепим защиту кабины?<br>Я должна выполнить некоторые<br>расчеты того, сколько это будет<br>стоить."""
st_061050_0230#0,"""Оперативные данные...<br>Значит, нам просто нужно<br>передвигаться в A.I.S.?..<br>Мне не очень удобно<br>пилотировать их."""
st_061050_0240#0,"""Верно.<br>Я слышала, что <%me><br>хорошо пользовался A.I.S.<br>во время боя с Аппрентис."""
st_061050_0250#0,"""Для ARKS, для будущего и,<br>самое главное,<br>для моего исследования,<br>я рассчитываю на вас."""
st_061050_0260#0,"""...Ну, если мы уже здесь,<br>мы могли бы помочь.<br>В конце концов,<br>это одолжение Сары."""
name01#0,"""？？？"""
