name01#0,"""？？？"""
name02#0,"""？？？"""
ra_020010_0001#0,"""A.P.238/5/1"""
ra_020010_0010#0,"""……잘, 와 주었다.<br>현재, 이 시간축에서 발생 중인<br>개변사상에 대해 할 말이……"""
ra_020010_0020#0,"""……내 분석에 따르면<br>이 주변일텐데."""
ra_020010_0030#0,"""들리고 있니, 시온.<br>나도 드디어 여기까지 이해됐어."""
ra_020010_0040#0,"""여러 모로 손을 쓰고 있나 보네.<br>듀먼같은 신종족은<br>내 예정에는 없었거든."""
ra_020010_0060#0,"""역사에 대한 개입, 인가?<br>……재밌는 짓을 하는구나."""
ra_020010_0070#0,"""뭐, 그런다고 내가<br>화내거나 하진 않을 거야.<br>네게 미움받고 싶지 않으니까."""
ra_020010_0080#0,"""……하하, 역시 아직<br>네 모습까진 볼 수 없군."""
ra_020010_0090#0,"""나는 네 이해자가<br>되고 싶은데……<br>너는 아직, 그럴 기분이 아닌가 보네."""
ra_020010_0100#0,"""네 기분을 해치고<br>싶지도 않으니,<br>오늘은 이만 실례할게."""
ra_020010_0110#0,"""어떨까?<br>그녀는 내 말을 들어줬을까?"""
ra_020010_0113#0,"""네게도 감사해야 마땅하겠지.<br>네 덕에 나는 그녀를<br>여기까지 이해할 수 있었어."""
ra_020010_0116#0,"""그녀가 그런 짓을 하는 이유<br>까지는 모르겠지만……<br>하나가 됐을 때의 재미로 남겨두지."""
ra_020010_0120#0,"""내 이름은 루서.<br>너희가 연구실이라고 부르는<br>……허공기관의 총장이야."""
ra_020010_0130#0,"""그럼, 또 만나자."""
ra_020010_0140#0,"""그는 내 모습이 보이지 않는다.<br>내 목소리도 들리지 않는다.<br>하지만, 그는 나를 인식하고 있다."""
ra_020010_0150#0,"""저 존재가 바로<br>내가 그대에게 모든 것을 맡기는 이유다."""
ra_020010_0160#0,"""그와의 인연을<br>매듭지어야만 한다."""
ra_020010_0170#0,"""……하지만<br>그가 길을 잘못 든 것<br>또한, 내가 존재했기 때문이다."""
ra_020010_0180#0,"""원초의 호기심을, 나는 후회한다.<br>그리고, 그대에게 의존해야만<br>한다는 것도……"""
ra_020010_0190#0,"""저 자가, 루서<br>……포토너의 우두머리."""
ra_020010_0200#0,"""제대로 포토너라 부를 수 있는 자는<br>그 밖에 안 남았을테니<br>틀린 말은 아니겠군요."""
ra_020010_0205#0,"""다른 사람들은 모두 포토너가 되고 싶은<br>연구자들이, 고집을 부려서<br>자칭하는 것에 지나지 않죠……"""
ra_020010_0210#0,"""【거구】의 봉인해제에 조룡의 배반까지.<br>일이 생각대로 안 풀려서 초조한 건지<br>기어이 모습을 드러냈군요."""
ra_020010_0220#0,"""하지만, 첫 접촉상대가<br>저 사람이라니……<br>무슨 인과일까요."""
ra_020010_0230#0,"""……그런 건 알 바 아닙니다.<br>저는 저와 하드레드의<br>운명을 망가뜨린 범인을 없앨 뿐."""
ra_020010_0240#0,"""쿠나 씨.<br><%me> 씨가<br>열쇠입니다. 알고 계시죠?"""
ra_020010_0250#0,"""저는 제 방식대로 싸울 겁니다.<br>당신하고 어울릴 생각은 없어요.<br>육망균형……아니, 삼영웅 카스라."""
ra_020010_0260#0,"""그러는 당신이야말로<br>알고 계신 거겠죠?"""
ra_020010_0270#0,"""그럼, 알고 말고요 쿠나 씨.<br>모든 일이 끝나면 이 목, 이 목숨.<br>마음대로 하도록 하세요."""
ra_020010_0280#0,"""그런 계약이니까요.<br>당신도 그만한 위험을<br>감수하고 있으니, 약속은 지킬 겁니다."""
ra_020010_0290#0,"""……마음에 안 들어.<br>전부 받아들인 얼굴 해서는.<br>당신의 목적은, 대체 뭐에요?"""
ra_020010_0300#0,"""지금으로서는, 당신과 같답니다."""
ra_020010_0310#0,"""……흥."""
ra_020010_0320#0,"""얌전히 따르는 건 여기까지입니다.<br>루서, 당신만은……"""
ra_020010_0330#0,"""？？？"""
al_010100_0010#0,"""응?\u3000저게 루서야?\u3000진짜로?<br>되게 괴상한 모습 하고 있지만,<br>저거 스 군이야. 초대 카스라."""
al_010100_0020#0,"""……아니, 그렇게 된 거구나.<br>차지한 거구나, 스 군의 몸을.<br>루서라면 가능한 일이야."""
al_010100_0030#0,"""……싫을 만큼 알고 있거든,<br>루서에 대해서는.<br>내가 이렇게 된 원인이기도 하고."""
al_010100_0040#0,"""40년 전 【거구】와의 전쟁으로<br>아크스는 정말이지 산산조각<br>났었어."""
al_010100_0050#0,"""모두 다 죽어 버렸거든.<br>조직의 형태도 유지 못할 정도로."""
al_010100_0060#0,"""그 당시의 아크스를 재건하려면<br>루서의 기술력이 필요불가결했어.<br>……그게 아무리 비인도적이어도."""
al_010100_0070#0,"""하지만, 루서가 아크스를 제 좋을대로<br>쥐고 흔드는 건 괴멸보다도 무서웠어.<br>그래서 교환조건을 건 거야."""
al_010100_0080#0,"""내가 실험체가 되는 대신,<br>그 연구결과를 써서 아크스를<br>재건하라, 고."""
al_010100_0090#0,"""나, 원래 몸은 정말 병약해서.<br>어차피 그대로 살아도 얼마 못 간다는 걸<br>나 자신도 알고 있었으니까."""
al_010100_0100#0,"""모두에게 도움이 될 수 있으면 싶어서 제안했고,<br>루서는 그걸 받았어."""
al_010100_0110#0,"""그렇게, 내 포톤 능력을 토대로 한<br>제2세대가 태어나서, 아크스는<br>다시 세력을 되찾았어."""
al_010100_0120#0,"""그래도, 그렇지……<br>시온의 목적은 루서와 엮여있었구나.<br>역시 그렇게 됐구나."""
al_010100_0130#0,"""죽기 전까지는 확실하게 감시했지만<br>죽은 뒤면, 방법이 없으니까……<br>다들 많이 힘들었겠지."""
al_010100_0140#0,"""……아니, 우울해할 때가 아니지.<br>이제부터가 중요하니까.<br>제대로 보고, 받아들여야지."""
text01#0,"""<br>매터 보드 『잘못 든 길의 끝에 있는 것은』을 입수했습니다.<br>"""
