a1#0,"""특정 클라이언트 오더 클리어"""
a2#0,"""특정 클라이언트 오더 클리어"""
a3#0,"""슈퍼 하드 수주 허가증 소지"""
a4#0,"""슈퍼 하드 수주 허가증 소지"""
a5#0,"""슈퍼 하드 수주 허가증 소지"""
Title#0,"""T:트릭 오어 트릿 2020!"""
Explanation#0,"""아크스 각 대원에게 긴급 통지. 행성 리리파<br>할로윈 행사장 예정지에 에너미가<br>대량 발생하고 있다는 보고가 들어왔다.<br>섬기종과 매우 강력한 반응도 확인돼서<br>이번 작전에서는 격퇴용 무기 사용이<br>허가됐다. 각 대원은<br>출격해서 시급히 회장의 안전을 확보하라.<br>――――――――――――――――――――<br>실패 조건/제한 시간 경과"""
NpcComMsg1#0,"""여러분 도와주세요!<br>할로윈 행사장 예정지에<br>대량의 적들이 출현했습니다!"""
NpcComMsg2#0,"""다커나 기갑종 외에<br>섬기종 반응도 있는 것 같습니다!<br>거기다 안쪽에는 강력한 반응 또한 있습니다……！"""
NpcComMsg3#0,"""하지만! 이런 일이 있을 줄 알고<br>강력한 격퇴용 무기를 준비했습니다!<br>잘 활용해서 적들을 처치해 주세요!"""
SimpleExplanation#0,"""최심부를 향해라!"""
