msn_041370_0010#0,"""정말이지 이 자리에 오리지널이 없다는 게 아쉽군."""
msn_041370_0020#0,"""지켜야 할 것에 얽매여 아무것도 하지 못하는 겁쟁이 사령관 말이야!"""
msn_041370_0030#0,"""아니야! 힘을 휘두르는 것만이 강함은 아니야!"""
msn_041370_0040#0,"""크로포드는 누구보다 많은 것을 짊어지고 있어.<br>그렇기 때문에 우리는 그를 믿고 앞으로 나아갈 수 있는 거야!"""
msn_041370_0050#0,"""누군가의 목숨을 맡는 각오가 크로포드의 강함이야.<br>너는 그걸 모르겠어?"""
msn_041370_0060#0,"""나는 만난 지 얼마 안 됐지만… 이것만큼은 알아.<br>그 사람 안에 있는 건 너처럼 얄팍한 강함이 아니야."""
msn_041370_0070#0,"""너는 절대로 진짜 크로포드를 이길 수 없어!"""
msn_041370_0080#0,"""…시시하군. 힘도, 지성도, 모든 것이 내 안에 있어.<br>오리지널 이상으로 완벽한 형태로 말이지!"""
msn_041370_0090#0,"""닥치고 꼴사납게 짓뭉개져라! 아크스!!"""
Npc_7036#0,"""얼터 크로포드"""
Npc_7002#0,"""아이나"""
Npc_7001#0,"""마논"""
Npc_7034#0,"""루시아"""
