name01#0,"""？？？"""
name02#0,"""？？？"""
st_020380_0001#0,"""A.P.238/6/10/11:10"""
st_020380_0010#0,"""……ここでもない。<br>くそっ、どうなってるのよ。"""
st_020380_0020#0,"""確かにこのあたりに痕跡があるのに<br>持っていかれてしまってるの……？"""
st_020380_0030#0,"""……また貴方か。<br>あいつの相手で満足できなかったの？<br>いい加減、しつこいわよ。"""
st_020380_0040#0,"""それに、そっちのおちびさんも<br>確か、二度目だったかしら？"""
st_020380_0050#0,"""……二度目、どころじゃねえよ。"""
st_020380_0060#0,"""……おい、ダークファルス。<br>おまえがその身体を使い始めたのは<br>ちょうど１０年前だろ。"""
st_020380_0070#0,"""……なんで、そのことを。<br>貴方、何者？"""
st_020380_0080#0,"""やっぱり、そうなんだな……<br>似てるのは、顔だけじゃ<br>なかったんだな。"""
st_020380_0090#0,"""……あたしに<br>意味が通るように喋りなさい。<br>さもないと、今すぐに殺すわよ。"""
st_020380_0100#0,"""……本当に何も覚えてないのかよ。<br>おれは、ずっと、ずーっと<br>探してきてたってのに……！"""
st_020380_0110#0,"""探す……？"""
st_020380_0120#0,"""その仕草……<br>あんた今、うまくいかないことが<br>あって、いらいらしてるんだろ？"""
st_020380_0130#0,"""あんた、いったい何を……"""
st_020380_0140#0,"""昔からそうだ。勝手に出てって<br>勝手に迷って、勝手になくして<br>おれを問いただし、探させる……"""
st_020380_0150#0,"""憎たらしいほどそっくりじゃないか。<br>そのまんまじゃないかよ、クソッ！"""
st_020380_0160#0,"""あんたは何を……<br>何を、知っているの！\u3000答えなさい！"""
st_020380_0170#0,"""……ああ、じゃあ教えてやるよ。<br>その身体の持ち主は、ユクリータ。"""
st_020380_0180#0,"""十年前、おれの目の前で<br>真っ黒なやつにもっていかれてから<br>ずっと探してた、おれの……姉だ！"""
st_020380_0190#0,"""ユクリータ……姉……<br>っ、ぐうっ！\u3000あ、頭が……っ！"""
st_020380_0200#0,"""……返せよ！<br>ユク姉の身体を、返せ！"""
st_020380_0210#0,"""う、うるさいっ！\u3000黙れ！<br>その名で、あたしを呼ぶんじゃない！"""
st_020380_0220#0,"""あいつの眷属……！<br>ちっ……余計な真似を！"""
st_020380_0230#0,"""待てよ！<br>くそっ……どうしてだよ……<br>どうなってんだよ、ちくしょう！"""
