name010#0,"""Nazun"""
text010#0,"""ซีรีส์คำถามแรกของเราคือ... คำถาม 【YES or NO】!"""
text015#0,"""ถ้าคิดว่าประโยคนั้นเป็นจริง ให้ไปยืนบนแท่น Y แต่ถ้าคิดว่าผิด ให้ยืนบนแท่น N"""
text020#0,"""นี่คือคำถามแรกของคุณ... เริ่มเลย!"""
text030#0,"""ไปยืนบนแท่นที่คิดว่าเป็นคำตอบที่ถูกต้อง! คิดให้ดีๆ ล่ะ!"""
text040#0,"""หมดเวลา!"""
text050#0,"""และคำตอบคือ...<br><red>NO<c>!"""
text051#0,"""และคำตอบคือ...<br><red>YES<c>!"""
text052#0,"""ยินดีด้วย!"""
text053#0,"""โชคร้ายจังเลยนะ..."""
text060#0,"""นี่คือคำถามต่อไปของคุณ... เริ่มเลย!"""
text070#0,"""และสุดท้าย คำถามสุดท้ายของคุณ... เริ่มเลย!"""
text080#0,"""นั่นคือทั้งหมดสำหรับคำถาม 【YES or NO】 ไปยังพื้นที่คำถามถัดไปกันเถอะ!"""
Textobj_Yes#0,"""YES"""
Textobj_No#0,"""NO"""
quiz01#0,"""คำถาม:<br><yellow>ประตูทางตะวันตกของ Central City<br>ได้รับการดูแลโดย Seyward<c><br>YES หรือ NO?"""
quiz00_1#0,"""N/A"""
quiz01_1#0,"""ประตูทางตะวันตกของ Central City"""
quiz01_2#0,"""ได้รับการดูแลโดย Seyward"""
quiz02#0,"""คำถาม:<br><yellow>พนักงาน Beauty Salon ใน Retem City<br>มีชื่อว่า Catalina<c><br>YES หรือ NO?"""
quiz02_1#0,"""พนักงาน Beauty Salon ใน Retem City"""
quiz02_2#0,"""มีชื่อว่า Catalina"""
quiz03#0,"""คำถาม:<br><yellow>เมื่อคุณตั้งค่า Sub Class คุณสามารถ<br>ใช้งาน Photon Arts ของ Class นั้นได้<c><br>YES หรือ NO?"""
quiz03_1#0,"""เมื่อคุณตั้งค่า Sub Class คุณสามารถ"""
quiz03_2#0,"""ใช้งาน Photon Arts ของ Class นั้นได้"""
quiz04#0,"""คำถาม:<br><yellow>Jet Boots เป็นอาวุธประเภท Technique<c><br>YES หรือ NO?"""
quiz04_1#0,"""Jet Boots เป็นอาวุธประเภท Technique"""
quiz05#0,"""คำถาม:<br><yellow>Gunslash เป็นอาวุธประเภท Striking<c><br>YES หรือ NO?"""
quiz05_1#0,"""Gunslash เป็นอาวุธประเภท Striking"""
quiz06#0,"""คำถาม:<br><yellow>Takt เป็นอาวุธประเภท Technique<c><br>YES หรือ NO?"""
quiz06_1#0,"""Takt เป็นอาวุธประเภท Technique"""
quiz07#0,"""คำถาม:<br><yellow>PSE Burst สามารถเกิดขึ้นได้<br>ใน Exploration Section<c><br>YES หรือ NO?"""
quiz07_1#0,"""PSE Burst สามารถเกิดขึ้นได้"""
quiz07_2#0,"""ใน Exploration Section"""
quiz08#0,"""คำถาม:<br><yellow>PSE Burst สามารถเกิดขึ้นได้<br>ใน Combat Section<c><br>YES หรือ NO?"""
quiz08_1#0,"""PSE Burst สามารถเกิดขึ้นได้"""
quiz08_2#0,"""ใน Combat Section"""
quiz09#0,"""คำถาม:<br><yellow>ผู้นำของภูมิภาค Aelio<br>มีชื่อว่า Crawford<c><br>YES หรือ NO?"""
quiz09_1#0,"""ผู้นำของภูมิภาค Aelio"""
quiz09_2#0,"""มีชื่อว่า Crawford"""
quiz10#0,"""คำถาม:<br><yellow>Class Skill 【Weak Bullet】<br>มีระยะเวลา 10 วินาที<c><br>YES หรือ NO?"""
quiz10_1#0,"""Class Skill 【Weak Bullet】"""
quiz10_2#0,"""มีระยะเวลา 10 วินาที"""
quiz11#0,"""คำถาม:<br><yellow>ผู้ที่ตกลงมาจากอวกาศในพ็อด<br>เป็นที่รู้จักในนาม 【Meteoborn】<c><br>YES หรือ NO?"""
quiz11_1#0,"""ผู้ที่ตกลงมาจากอวกาศในพ็อด"""
quiz11_2#0,"""เป็นที่รู้จักในนาม 【Meteoborn】"""
quiz12#0,"""คำถาม:<br><yellow>ภูมิภาคที่สามารถสังเกตเห็นพายุฝนฟ้าคะนอง (Thunderstorm) ได้<br>คือ Kvaris<c><br>YES หรือ NO?"""
quiz12_1#0,"""ภูมิภาคที่สามารถสังเกตเห็นพายุฝนฟ้าคะนอง (Thunderstorm) ได้"""
quiz12_2#0,"""คือ Kvaris"""
quiz13#0,"""คำถาม:<br><yellow>จุดอ่อนของ Nilus Stia<br>คือธาตุ Ice<c><br>YES หรือ NO?"""
quiz13_1#0,"""จุดอ่อนของ Nilus Stia"""
quiz13_2#0,"""คือธาตุ Ice"""
quiz14#0,"""คำถาม:<br><yellow>อาวุธจากซีรีส์ Lumeira<br>เป็นธาตุ Dark<c><br>YES หรือ NO?"""
quiz14_1#0,"""อาวุธจากซีรีส์ Lumeira"""
quiz14_2#0,"""เป็นธาตุ Dark"""
quiz15#0,"""คำถาม:<br><yellow>จำนวนคนสูงสุดที่สามารถเข้าร่วม Team ได้<br>คือ 120 คน<c><br>YES หรือ NO?"""
