name010#0,"""Nazun"""
text010#0,"""ม-ไม่แน่ใจว่าทำไมศัตรูพวกนั้นถึงโผล่มา แต่ก็ถูกกำจัดไปแล้ว ตอนนี้ถึงเวลาสำหรับควิซแบบหลายตัวเลือกของเราแล้ว!"""
text011#0,"""จากแพลตฟอร์มทั้ง 4 โปรดมุ่งหน้าไปยังแพลตฟอร์มที่คุณเชื่อว่าเป็นคำตอบที่ถูกต้อง"""
text020#0,"""ถึงเวลาสำหรับคำถามแรกของคุณแล้ว... ว้าว!"""
text030#0,"""โปรดไปยังแพลตฟอร์มที่คุณคิดว่าเป็นคำตอบที่ถูกต้อง! คิดให้ดีๆ นะ!"""
text040#0,"""หมดเวลาของคุณแล้ว!"""
text050#0,"""นี่คือคำถามต่อไปของคุณ... ว้าว!"""
text060#0,"""สุดท้าย นี่คือคำถามสุดท้ายของคุณ... ว้าว!"""
text080#0,"""นี่เป็นการสรุปส่วนของตัวเลือกแบบหลายข้อของควิซของเรา มามุ่งหน้าไปยังพื้นที่ควิซต่อไปกันเถอะ!"""
quiz00_01#0,"""N/A"""
quiz_correct#0,"""ขอแสดงความยินดี!"""
quiz_incorrect#0,"""แย่จังเลยนะ..."""
quiz01#0,"""คำถาม:<br><yellow>เมื่ออุปกรณ์มีระดับไปถึง +61 จะมีสล็อต Special Ability กี่ช่อง?<c>"""
quiz01_01#0,"""เมื่ออุปกรณ์มีระดับไปถึง +61"""
quiz01_02#0,"""จะมีสล็อต Special Ability กี่ช่อง?"""
quize01_select1#0,"""6"""
quize01_select2#0,"""5"""
quize01_select3#0,"""7"""
quize01_select4#0,"""8"""
quize01_answer#0,"""คำตอบที่ถูกต้องคือ...<br><red>6<c>!"""
quiz02#0,"""คำถาม:<br><yellow>คุณปู่ของ Crawford มีชื่อว่าอะไร?<c>"""
quiz02_01#0,"""ชื่อคุณปู่ของ Crawford คือ..."""
quize02_select1#0,"""Vanford"""
quize02_select2#0,"""Shrawford"""
quize02_select3#0,"""Bamford"""
quize02_select4#0,"""Jean"""
quize02_answer#0,"""คำตอบที่ถูกต้องคือ...<br><red>Vanford<c>!"""
quiz03#0,"""คำถาม:<br><yellow>Rediah ไม่ได้ให้ข้อมูลเกี่ยวกับเรื่องใด...<c>"""
quiz03_01#0,"""Rediah ไม่ได้ให้ข้อมูล"""
quiz03_02#0,"""เกี่ยวกับเรื่องใด..."""
quize03_select1#0,"""Limit Breaking"""
quize03_select2#0,"""ARKS Cards"""
quize03_select3#0,"""Fashion Catalog"""
quize03_select4#0,"""Portable Holograms"""
quize03_answer#0,"""คำตอบที่ถูกต้องคือ...<br><red>Limit Breaking<c>!"""
quiz04#0,"""คำถาม:<br><yellow>ใน Stia Camp Transport Truck ตั้งอยู่ที่ไหน?<c>"""
quiz04_01#0,"""ใน Stia Camp"""
quiz04_02#0,"""Transport Truck ตั้งอยู่ที่ไหน?"""
quize04_select1#0,"""ถัดจาก Item Shop"""
quize04_select2#0,"""เหนือ Item Lab"""
quize04_select3#0,"""หลัง ARKS Supply Officer Souya"""
quize04_select4#0,"""ไม่มีเลย Traspo ทำพังไปแล้ว"""
quize04_answer#0,"""คำตอบที่ถูกต้องคือ...<br><red>ถัดจาก Item Shop<c>!"""
quiz5#0,"""คำถาม:<br><yellow>เควสต์นี้ชื่อว่าอะไร?<c>"""
quiz05_01#0,"""เควสต์นี้ชื่อว่าอะไร?"""
quize05_select1#0,"""Quiz ★ Nazun's Challenge! Part 3"""
quize05_select2#0,"""Quiz ● Nazun's Revenge! Part 3"""
quize05_select3#0,"""Quiz ▲ Nazun's Scavenge! Part 3"""
quize05_select4#0,"""Quiz ■ Nazun's Stonehenge! Part 3"""
quize05_answer#0,"""คำตอบที่ถูกต้องคือ...<br><red>Quiz ★ Nazun's Challenge! Part 3<c>!"""
quiz6#0,"""คำถาม:<br><yellow>ใครเป็นผู้ดูแล Food Stand ใน Central Tower?<c>"""
quiz06_01#0,"""ใครเป็นผู้ดูแล Food Stand"""
quiz06_02#0,"""ใน Central Tower?"""
quize06_select1#0,"""Franme"""
quize06_select2#0,"""Franca"""
quize06_select3#0,"""Franky"""
quize06_select4#0,"""Franco"""
quize06_answer#0,"""คำตอบที่ถูกต้องคือ...<br><red>Franme<c>!"""
quiz7#0,"""คำถาม:<br><yellow>Special Ability Capsule ใดที่ไม่ใช่รางวัลเมื่อผ่าน Duel Quest?<c>"""
quiz07_01#0,"""Special Ability Capsule ใดที่ไม่ใช่รางวัล"""
quiz07_02#0,"""เมื่อผ่าน Duel Quest?"""
quize07_select1#0,"""C/Megas Fusier"""
quize07_select2#0,"""C/Fomid Fusier"""
quize07_select3#0,"""C/Duela Fusier"""
quize07_select4#0,"""C/Iridis Fusier"""
quize07_answer#0,"""คำตอบที่ถูกต้องคือ...<br><red>C/Megas Fusier<c>!"""
quiz8#0,"""คำถาม:<br><yellow>ศัตรูระดับ Dread Enemies ตัวใดต่อไปนี้ที่ไม่ปรากฏตัวใน Central Retem?<c>"""
quiz08_01#0,"""ศัตรูระดับ Dread Enemies ตัวใดต่อไปนี้"""
quiz08_02#0,"""ที่ไม่ปรากฏตัวใน Central Retem?"""
quize08_select1#0,"""Battle-Hardened Fortes Laser"""
quize08_select2#0,"""Battle-Hardened Sand Nagrus"""
quize08_select3#0,"""Battle-Hardened Lenus Retem"""
quize08_select4#0,"""Battle-Hardened Sava Curio"""
quize08_answer#0,"""คำตอบที่ถูกต้องคือ...<br><red>Battle-Hardened Fortes Laser<c>!"""
quiz9#0,"""คำถาม:<br><yellow>ผลของการเพิ่ม Grind Level ของ Armor คืออะไร?<c>"""
quiz09_01#0,"""ผลของการเพิ่ม"""
quiz09_02#0,"""Grind Level ของ Armor คืออะไร?"""
quize09_select1#0,"""เพิ่ม Defense Power"""
quize09_select2#0,"""ลด Level Requirement"""
quize09_select3#0,"""เป็นอมตะเป็นครั้งคราว"""
quize09_select4#0,"""ศัตรูหวาดกลัวและวิ่งหนีไป"""
quize09_answer#0,"""คำตอบที่ถูกต้องคือ...<br><red>เพิ่ม Defense Power<c>!"""
quiz10#0,"""คำถาม:<br><yellow>ข้อใดต่อไปนี้คือชื่อที่ถูกต้องของ Special Ability?<c>"""
quiz10_01#0,"""ข้อใดต่อไปนี้คือชื่อที่ถูกต้อง"""
quiz10_02#0,"""ของ Special Ability?"""
quize10_select1#0,"""Halphiniria"""
quize10_select2#0,"""Halphirinia"""
quize10_select3#0,"""Halniphiria"""
quize10_select4#0,"""Halphiria"""
quize10_answer#0,"""คำตอบที่ถูกต้องคือ...<br><red>Halphiniria<c>!"""
quiz11#0,"""คำถาม:<br><yellow>ไอเทมใดต่อไปนี้คือรางวัลจากการผ่าน Leciel Exploration?<c>"""
quiz11_01#0,"""ไอเทมใดต่อไปนี้คือรางวัล"""
quiz11_02#0,"""จากการผ่าน Leciel Exploration?"""
quize11_select1#0,"""Special Ability Capsule"""
quize11_select2#0,"""Moon Atomizer"""
quize11_select3#0,"""Super Megaton Parfait"""
quize11_select4#0,"""Fried Chicken"""
quize11_answer#0,"""คำตอบที่ถูกต้องคือ...<br><red>Special Ability Capsule<c>!"""
quiz12#0,"""คำถาม:<br><yellow>Special Ability ที่ชื่อว่า Endymio เพิ่ม EXP ให้กับไอเทมที่ใช้เป็นวัตถุดิบในการ Grind เท่าไหร่?<c>"""
quiz12_01#0,"""Special Ability ที่ชื่อว่า Endymio"""
quiz12_02#0,"""เพิ่ม EXP ให้กับไอเทมที่ใช้เป็นวัตถุดิบในการ Grind เท่าไหร่?"""
quize12_select1#0,"""100,000"""
quize12_select2#0,"""500,000"""
quize12_select3#0,"""777,777"""
quize12_select4#0,"""9,999,999"""
quize12_answer#0,"""คำตอบที่ถูกต้องคือ...<br><red>100,000<c>!"""
quiz13#0,"""คำถาม:<br><yellow>บอสตัวใดปรากฏตัวใน Main Story Chapter 1?<c>"""
quiz13_01#0,"""บอสตัวใดปรากฏตัว"""
quiz13_02#0,"""ใน Main Story Chapter 1?"""
quize13_select1#0,"""Bujin"""
quize13_select2#0,"""Nex Vera"""
quize13_select3#0,"""Rockbear"""
quize13_select4#0,"""Daedal Axe"""
quize13_answer#0,"""คำตอบที่ถูกต้องคือ...<br><red>Bujin<c>!"""
quiz14#0,"""คำถาม:<br><yellow>ข้อใดต่อไปนี้ไม่ใช่ Katana Photon Art?<c>"""
quiz14_01#0,"""ข้อใดต่อไปนี้ไม่ใช่"""
quiz14_02#0,"""Katana Photon Art?"""
quize14_select1#0,"""Hayate-tsuwabuki"""
quize14_select2#0,"""Ouka-tenkou"""
quize14_select3#0,"""Ayame-reppu"""
quize14_select4#0,"""Fuyo-tenrai"""
quize14_answer#0,"""คำตอบที่ถูกต้องคือ...<br><red>Ouka-tenkou<c>!"""
quiz15#0,"""คำถาม:<br><yellow>ข้อใดต่อไปนี้คือลักษณะเด่นของ Growther Enemies?<c>"""
quiz15_01#0,"""ข้อใดต่อไปนี้คือ"""
quiz15_02#0,"""ลักษณะเด่นของ Growther Enemies?"""
quize15_select1#0,"""เพิ่มพลังป้องกันให้ศัตรูใกล้เคียงเป็นระยะๆ"""
