name010#0,"""Nazun"""
text010#0,"""ใช้ได้! ถึงเวลาสำหรับแบบทดสอบสุดท้ายของเรา!"""
text020#0,"""เรียกว่า... ที่นี่ที่ไหน?"""
text021#0,"""ดูภาพที่ให้ไว้แล้วลองเดาว่าอุปกรณ์ Ryuker จะอยู่ที่ไหน"""
text030#0,"""พยายามรวบรวมเบาะแสจากสภาพแวดล้อมโดยรอบ คิดให้ดีตอนนี้!"""
text040#0,"""หมดเวลาแล้ว!"""
text080#0,"""และด้วยเหตุนี้ คำถามทั้งหมดของเราจึงเสร็จสิ้นแล้ว"""
text081#0,"""...โอ้ เดี๋ยวก่อนเหรอ?"""
text082#0,"""นี่มันอะไรกัน! ศัตรูได้เข้ามาในสถานที่อีกครั้ง?!"""
quiz00_01#0,"""N/A"""
quiz_correct#0,"""ยินดีด้วย!"""
quiz_incorrect#0,"""โชคร้าย..."""
quiz01#0,"""ที่นี่ที่ไหน?"""
quize01_select1#0,"""ไครอาโน คลิฟส์"""
quize01_select2#0,"""ชายฝั่งลาเกา"""
quize01_select3#0,"""ที่ราบ Halphana: ตะวันออก"""
quize01_select4#0,"""ที่ราบ Halphana: ทิศเหนือ"""
quize02_select1#0,"""ที่ราบ Halphana: ตะวันออก"""
quize02_select2#0,"""ที่ราบ Halphana: ทิศเหนือ"""
quize02_select3#0,"""ภูเขาแมกนัส: ตะวันตก"""
quize02_select4#0,"""น้ำตกบาร์โฟลว์: ทิศตะวันตก"""
quize03_select1#0,"""ภูเขาแมกนัส: ตะวันตก"""
quize03_select2#0,"""น้ำตกบาร์โฟลว์"""
quize03_select3#0,"""ชายฝั่งลาเกา"""
quize03_select4#0,"""เกาะคาไน"""
quize04_select1#0,"""ภูเขาอิฮานา: ตะวันตก"""
quize04_select2#0,"""ดานัน สโนว์ฟิลด์ส: ตะวันตก"""
quize04_select3#0,"""ซากปรักหักพัง Bergana: ทิศเหนือ"""
quize04_select4#0,"""ภูเขาลัตวา: ทิศเหนือ"""
quize05_select1#0,"""ดานัน สโนว์ฟิลด์ส: ตะวันตก"""
quize05_select2#0,"""ป่ามิสตรา: ทิศเหนือ"""
