name010#0,"""Nazun"""
text010#0,"""ถึงเวลาสำหรับแบบทดสอบครั้งต่อไปของเราแล้ว!"""
text020#0,"""ยินดีต้อนรับสู่แบบสอบถาม Quintuplet!"""
text030#0,"""ตั้งใจฟัง veeery แล้วตัดสินใจ คิดให้ดีตอนนี้!"""
text040#0,"""เวลาของคุณหมดลงแล้ว!"""
text050#0,"""และด้วยเหตุนี้ Quintuplet Query จึงสิ้นสุดลง เรามาต่อกันที่พื้นที่ตอบคำถามถัดไปกันดีกว่า!"""
quiz_correct#0,"""ยินดีด้วย!"""
quiz_incorrect#0,"""แย่จังเลย..."""
quiz01#0,"""ฟังสิ่งที่กลุ่ม Quintuplets พูด และพยายามหาคำตอบว่า <red>ใครมาถึงลอดจ์เป็นคนแรก<c>"""
quiz01_journal#0,"""<สีเหลือง>เป็นคนแรกที่มาถึง<c>ที่ลอดจ์คือใคร?"""
quiz02#0,"""ฟังสิ่งที่กลุ่ม Quintuplets พูด และพยายามหาว่า <red>ใครเป็นรองที่มาถึงที่พัก<c>"""
quiz02_journal#0,"""<สีเหลือง>คนที่สองที่มาถึง<c>ที่ลอดจ์คือใคร?"""
quiz03#0,"""ฟังสิ่งที่กลุ่ม Quintuplets พูด และพยายามหาคำตอบว่า <red>ใครคือคนที่สามที่มาถึงที่พัก<c>"""
quiz03_journal#0,"""<สีเหลือง>คนที่สามที่มาถึง<c>ที่ลอดจ์คือใคร?"""
quiz04#0,"""ฟังสิ่งที่กลุ่ม Quintuplets พูด และพยายามหาว่า <red>ใครเป็นคนที่สี่ที่มาถึงที่พัก<c>"""
quiz04_journal#0,"""<สีเหลือง>คนที่สี่ที่มาถึง<c>ที่ลอดจ์คือใคร?"""
quiz05#0,"""ฟังสิ่งที่กลุ่ม Quintuplets พูด และพยายามหาคำตอบว่า <red>ใครคือคนสุดท้ายที่มาถึงที่พัก<c>"""
quiz05_journal#0,"""<สีเหลือง>คนสุดท้ายที่มาถึง<c>ที่ลอดจ์คือใคร?"""
quiz_select1#0,"""ไทวาส"""
quiz_select2#0,"""ทุลลี่"""
quiz_select3#0,"""อิลมา"""
quiz_select4#0,"""กุกก้า"""
quiz_select5#0,"""เมรี"""
quiz_answer1#0,"""คำตอบที่ถูกต้องคือ...<br><red>Taivas<c>!"""
quiz_answer2#0,"""คำตอบที่ถูกต้องคือ...<br><red>Tulli<c>!"""
quiz_answer3#0,"""คำตอบที่ถูกต้องคือ...<br><red>อิลมา<c>!"""
quiz_answer4#0,"""คำตอบที่ถูกต้องคือ...<br><red>กุกก้า<c>!"""
quiz_answer5#0,"""คำตอบที่ถูกต้องคือ...<br><red>เมริ<c>!"""
