st_042030_0001#0,"""A.D.2028/3/23/10:00"""
st_042030_0010#0,"""はぁ……"""
st_042030_0020#0,"""だめだよー、ヒツギちゃん。<br>次期生徒会長さんが、一般の生徒の前で<br>ため息ついたりしちゃー。"""
st_042030_0030#0,"""あたしはただの生徒会役員ですー。<br>まだ会長じゃないので問題ありませーん。"""
st_042030_0040#0,"""それに貴方は一般の生徒じゃないでしょ。<br>ねえ、次期副会長、鷲宮氷莉さん？"""
st_042030_0050#0,"""や、やめてよその呼び方ー。<br>わたしだってただの生徒会役員だよー。"""
st_042030_0060#0,"""いっそのこと、コオリが生徒会長に<br>なっちゃえばいいじゃない。"""
st_042030_0070#0,"""わたし、そういうの向いてないし<br>ヒツギちゃんがなるべきだよー。<br>生徒会のみんなも、そうなるって思ってるし。"""
st_042030_0080#0,"""生徒会のみんな、かぁ。<br>そうはいっても、全員マザー・クラスタ所属の<br>メンバーだから、出来レースだよね。"""
st_042030_0090#0,"""もー！\u3000ヒツギちゃんは<br>すぐそーやってすれたことを言うんだからー！"""
st_042030_0100#0,"""いいじゃない、出来レースでも。<br>そもそもマザー・クラスタ自体<br>選ばれた人しか入れないんだからさー。"""
st_042030_0110#0,"""……もしかしてヒツギちゃん<br>生徒会長になるのが嫌で、ため息吐いてたの？"""
st_042030_0120#0,"""そんなにヒツギちゃんが嫌なら<br>わたしが代わりになってもいいけど、そのときは<br>ヒツギちゃんに支えて欲しいなー……なんて……"""
st_042030_0130#0,"""いや、そういうわけじゃないんだけど……<br>…………はぁ。"""
st_042030_0140#0,"""そういえば昨日、『ＰＳＯ２』内で<br>会えなかったね、何してたの？"""
st_042030_0150#0,"""『ＰＳＯ２』……"""
st_042030_0160#0,"""ヒツギちゃん？"""
st_042030_0170#0,"""ねえ、コオリ。<br>『ＰＳＯ２』って、どういうものだっけ？"""
st_042030_0180#0,"""どういうもの、って、どういう意味？"""
st_042030_0190#0,"""いいから。<br>コオリの知ってることを、教えてよ。"""
st_042030_0200#0,"""う、うん？\u3000わかった。"""
st_042030_0210#0,"""『ＰＳＯ２』とは、超高速通信『エーテル』の<br>普及とともに、爆発的に広まった<br>オンラインゲームのこと。"""
st_042030_0220#0,"""エーテル通信により実現した<br>次世代クラウド型ＯＳ『エスカ』。"""
st_042030_0230#0,"""『ＰＳＯ２』は『エスカ』に<br>標準インストールされてるソフトで<br>エーテル通信上で誰でも一緒にプレイ可能。"""
st_042030_0240#0,"""そういう一般認識じゃなくて。<br>『あたしたち』にとっての認識は？"""
st_042030_0250#0,"""『わたしたち』？\u3000……ああ。<br>『マザー・クラスタ』のみんなが<br>あのゲームをどう思ってるか、だね。"""
st_042030_0260#0,"""誰でも簡単に、いつでも誰とでも<br>エーテルインフラ上でプレイできるゲーム。<br>そこの認識は同じだよ。"""
st_042030_0270#0,"""『マザー・クラスタ』の目的は<br>ＯＳ『エスカ』の保守、『エスカ』に生じたバグを<br>取り除くことだからね。"""
st_042030_0280#0,"""……そのために、マザーにスカウトされた、<br>総勢千人を超える『マザー・クラスタ』のメンバーが<br>日々『エスカ』の保守と保全を行ってる、でしょ？"""
st_042030_0290#0,"""うん、そして『エスカ』に<br>標準インストールされている『ＰＳＯ２』の中にも<br>そのバグが混ざり込んでいるみたい。"""
st_042030_0300#0,"""ＡＩとは思えない不可解な挙動をするＮＰＣとか<br>いろいろおかしなところが多いから……"""
st_042030_0310#0,"""わたしたち『マザー・クラスタ』の所属者が<br>『ＰＳＯ２』を調査して<br>情報を集めてるの。"""
st_042030_0320#0,"""わたしたちじゃなくても情報は集められるけど<br>やっぱり直に調べてみないと、わからないこと<br>たくさんあるだろうしね。"""
st_042030_0330#0,"""……まとめると『ＰＳＯ２』はゲームって認識よね。<br>そこに、バグのようなものが生じてるって<br>考えてるのよね。"""
st_042030_0340#0,"""……？\u3000うん、そうだよ？<br>マザーも「『エスカ』のバグ」って<br>言ってたしね。"""
st_042030_0350#0,"""……でも、先日のアレ。<br>本当にアレは、ゲームの中の挙動なの？<br>あの人達は、ゲームの人だというの？"""
st_042030_0360#0,"""それに、こっちに現れたバケモノも……<br><%me>も……<br>アルのことも…………"""
st_042030_0370#0,"""……ヒツギちゃん？\u3000どうしたの？<br>わたし、何かまずいこと言っちゃった？<br>ごめんねごめんね空気読めなくてごめんね。"""
st_042030_0380#0,"""……コオリ。"""
st_042030_0390#0,"""は、はひっ？"""
st_042030_0400#0,"""コオリが、男苦手なのは知ってる。<br>それでも我慢して、会ってみて欲しい人が<br>いるんだけど……"""
st_042030_0410#0,"""お、男の……人？<br>ヒツギちゃんの、お兄さんかな？"""
st_042030_0420#0,"""違う。"""
st_042030_0430#0,"""エンガさんじゃない……？<br>はっ……！\u3000ま、まさか、その男の人って……！<br>まさかまさかそんなそんなヒツギちゃん！？"""
st_042030_0440#0,"""だめだよ不純異性交遊だよヒツギちゃん！<br>生徒会長になる人がふしだらなことをしたら<br>それが生徒全員に波及しただれた学園生活が……！"""
st_042030_0450#0,"""違うわ！<br>仮にそんなのがいたとしても<br>なんでコオリに会わせるのよっ！"""
st_042030_0460#0,"""いるの！？"""
st_042030_0470#0,"""いないわ！\u3000言わせんな！"""
st_042030_0480#0,"""はー……<br>あのねコオリ、会って欲しいのは<br>兄さんでも彼氏とかでもなくて……"""
st_042030_0490#0,"""じゃあ、誰！\u3000誰なの！？"""
st_042030_0500#0,"""誰って…………"""
st_042030_0510#0,"""……あたしの、弟？"""
st_042030_0520#0,"""…………はいぃ？！"""
st_042030_0530#0,"""えっと……ヒツギさんは<br>面白いご友人をお持ちのようですね。"""
st_042030_0540#0,"""それはそれとして、不思議なことを<br>おっしゃっていましたね。"""
st_042030_0550#0,"""向こうには「エーテル」という通信技術がある。"""
st_042030_0553#0,"""『マザー・クラスタ』という組織が存在している。"""
st_042030_0556#0,"""こちらの世界の我々を、バグだと思っている。"""
st_042030_0560#0,"""……聞けば聞くほど、よくわかりません。<br>もっと追跡調査しないと、ですね。"""
