un_061040_0001#0,"""A.P.242/2/13"""
un_061040_0010#0,"""<%me>さん！<br>以前、貴方を襲撃した<br>謎のアークスですが……"""
un_061040_0020#0,"""<%me>さーん！"""
un_061040_0030#0,"""もうお聞きになりましたか？<br>新しいクラスが設立されましたよ！"""
un_061040_0040#0,"""その名も……<br>「ファントム」です！"""
un_061040_0050#0,"""しかも、なんとですね！<br>ファントムの提唱者が……<br>私の、友達なんです！"""
un_061040_0060#0,"""ストラトス。<br>ヒーローがファントムを語るな……<br>不愉快だ。"""
un_061040_0070#0,"""……ん？<br>お前もいたのか、守護輝士。"""
un_061040_0080#0,"""あれ？\u3000<%me>さん<br>お知り合いだったんですか？"""
un_061040_0090#0,"""知り合いという程ではない。<br>そういえば、挨拶がまだだったな。<br>俺の名は……"""
un_061040_0100#0,"""“黒き狼”キョクヤ。<br>ファントムクラスの提唱者だ。<br>憶えておくがいい。"""
un_061040_0110#0,"""よろしく、キョクヤ"""
un_061040_0120#0,"""“黒き狼”って何？"""
un_061040_0130#0,"""“黒き狼”を忘れているぞ……<br>その胸に深く刻み込め。"""
un_061040_0140#0,"""ほう……気になるか。<br>だが、まだ時は満ちていない……<br>いずれ知る日が来るだろう。"""
un_061040_0150#0,"""あ、そうだ。私たちに<br>ファントムのこと教えてくださいよ<br>キョーくん！"""
un_061040_0160#0,"""俺は「キョクヤ」だ！<br>格好悪いあだ名で呼ぶな！"""
un_061040_0170#0,"""えーっ、なんでですか？<br>子供の頃から呼んでたじゃないですか。<br>それに、キョーくんだって……"""
un_061040_0180#0,"""……黙れ。正義に囚われ<br>現実を見ようとしない「ヒーロー」と<br>馴れ合うつもりなど、ない。"""
un_061040_0190#0,"""なんでそんなこと言うんですか。<br>ヒーローは、希望と平和を守るため"""
un_061040_0200#0,"""……くだらんな。<br>正義など、どうでもいい……<br>まだ理解できないのか。"""
un_061040_0210#0,"""ファントムが見るのは、現実。<br>目的達成の手段に、正義だの悪だの……<br>莫迦げた名前は不要。"""
un_061040_0220#0,"""うう……キョーくん、ひどい。<br>昔は、あんなにいい子だったのに……"""
un_061040_0230#0,"""くっ……そ、そうだ！<br>ファントムのことだったな。<br>いいだろう、教えてやろう。"""
un_061040_0240#0,"""ファントムクラスを活かすには<br>“影”のように立ち回る必要がある。<br>そこで重要なのが「回避行動」だ。"""
un_061040_0250#0,"""「回避行動」を使いこなせば<br>攻撃をいなすことも強力な反撃で<br>一方的に攻撃し続けることも可能。"""
un_061040_0260#0,"""また、ファントムのフォトンアーツは<br>それぞれ裏の力を秘めている……<br>状況に合わせ使い分けるがいい。"""
un_061040_0270#0,"""“蝕み”も忘れるな。<br>状態異常の敵を蝕むことで……<br>ファントムは真価を発揮する。"""
un_061040_0280#0,"""“影”のように舞い<br>表と裏の技を使い分け<br>“蝕み”で敵を恐怖に陥れる……"""
un_061040_0290#0,"""それが、「亡霊」こと……<br>ファントムクラスの戦い方だ。"""
un_061040_0300#0,"""そんなの、正義に反しています。<br>強い敵でも、真正面から堂々と戦って<br>打ち勝てばいいじゃないですか！"""
un_061040_0310#0,"""……守護輝士。<br>お前も、ストラトスと同じ考えか？<br>正義が絶対の価値観だと……？"""
un_061040_0320#0,"""正義は絶対的なものだ"""
un_061040_0330#0,"""絶対とは限らない"""
un_061040_0340#0,"""フン、そうか……<br>お前なら解ってくれると思ったが<br>買いかぶりすぎたようだな。"""
un_061040_0350#0,"""ほう……この流れなら<br>ストラトスに同調しそうなものだが<br>確たる自分を持っているようだな。"""
un_061040_0360#0,"""……お前が“正義”を捨て<br>「亡霊」になる覚悟があるかどうか<br>行動で見極めさせてもらう。"""
un_061040_0370#0,"""……さらばだ。"""
un_061040_0380#0,"""キョーくん！<br>失礼なことばかり言って……<br>逃げるなんて、卑怯ですよ！"""
un_061040_0390#0,"""<%me>さん……<br>キョーくんが、大変恐縮です……"""
un_061040_0400#0,"""私たち、実は幼なじみで……<br>昔は三人とも仲が良かったんですけど<br>ちょっと……大きな事件があって。"""
un_061040_0410#0,"""当時、私はその事件で<br>その……心が、折れてしまいまして。<br>口もきけず、塞ぎ込んでいました。"""
un_061040_0420#0,"""キョーくんは、私を励まそうと<br>色々努力してくれてたんですが……<br>私は、応えることができなかった。"""
un_061040_0430#0,"""だから、愛想が尽きたんでしょう。<br>その頃から、あんな冷たい感じで……<br>嫌われちゃったんだと思います。"""
un_061040_0440#0,"""でも、本当は悪い子じゃありません！<br>ちょっと悪ぶってはいますけど……<br>とても心の優しい子なんです！"""
un_061040_0450#0,"""だから……<br>嫌わないであげてください。<br>失礼します！"""
un_061040_0460#0,"""<%me>さん。<br>報告が途中になってしまいましたが<br>状況は把握されたと思います。"""
un_061040_0470#0,"""新クラス「ファントム」の提唱者……<br>キョクヤさんが以前、貴方を襲ったのは<br>実力を測るため……でしょうか。"""
un_061040_0480#0,"""<%me>さんは<br>新クラスの発展にいつも貢献してますし<br>気になる存在だったんでしょう。"""
un_061040_0490#0,"""それにしても、ストラトスさんと<br>キョクヤさんは友達とのことですが……<br>あれじゃまるで、ライバルですよ！"""
name01#0,"""？？？"""
