st_041004_0001#0,"""A.P.241/3/22/10:30"""
st_041004_0010#0,"""<%me>さーん。<br>こっちこっち、こっちですよー！<br>おはようございます、気分はいかがです？"""
st_041004_0020#0,"""あっ、挨拶遅れました！\u3000はじめまして！<br>私、<%me>さんの<br>専属オペレーターとなります、シエラです！"""
st_041004_0030#0,"""無事、目覚められたようでよかったです。"""
st_041004_0040#0,"""体にもおかしなところはないですか？<br>ダーカー因子も……はい、きれいに<br>浄化されてるみたいですね。"""
st_041004_0050#0,"""おやっ？<br>首をかしげられてるご様子。<br>もしかして、記憶が曖昧だったり？"""
st_041004_0060#0,"""そういうことがあるかもと<br>医療部から連絡は受けてました。"""
st_041004_0070#0,"""ではでは、僭越ながら<br>専属オペレーター、シエラ。<br>状況の説明をさせていただきますね。"""
st_041004_0080#0,"""貴方はですね、『A.P.238/2/20』に<br>惑星ナベリウスにて『アークス』入隊の<br>修了任務を行いました。"""
Title#0,"""チュートリアルスキップ確認"""
Message#0,"""チュートリアルをスキップします。<br>よろしいですか？"""
