name010#0,"""나즌"""
text010#0,"""最初のクイズは、<br>\""YES or NO\""クイズでーす！"""
text015#0,"""正しいと思ったら<c 008b00>Ｙの足場<c>に、<br>違うと思ったら<red>Ｎの足場<c>に、移動してください。"""
text020#0,"""그럼, 문제 나갑니다.<br>……짠!"""
text030#0,"""정답이라고 생각되는 발판으로 가주세요!<br>렛츠 씽킹!"""
text040#0,"""타임 업!"""
text050#0,"""정답은…<br><red>NO<c>입니다!"""
text051#0,"""정답은…<br><red>YES<c>입니다!"""
text052#0,"""축하드립니다!"""
text053#0,"""아쉽네요…."""
text060#0,"""다음 문제입니다.<br>……짠!"""
text070#0,"""그럼 마지막 문제입니다.<br>……짠!"""
text080#0,"""\""YES or NO\""クイズは、これで終了です。<br>다음 퀴즈의  장소로 이동하죠!"""
Textobj_Yes#0,"""YES"""
Textobj_No#0,"""NO"""
quiz01#0,"""문제<br><yellow>セントラルシティの西門を<br>警備しているのは、\""セイター\""である。<c><br>YES or NO？"""
quiz00_1#0,"""없음"""
quiz01_1#0,"""セントラルシティの西門を"""
quiz01_2#0,"""警備しているのは、\""セイター\""である。"""
quiz02#0,"""문제<br><yellow>リテムシティのエステ店員は、<br>\""カタリナ\""である。<c><br>YES or NO？"""
quiz02_1#0,"""リテムシティのエステ店員は、"""
quiz02_2#0,"""\""カタリナ\""である。"""
quiz03#0,"""문제<br><yellow>サブクラスを設定すると、そのサブクラスの<br>\""フォトンアーツ\""が使用できる。<c><br>YES or NO？"""
quiz03_1#0,"""サブクラスを設定すると、そのサブクラスの"""
quiz03_2#0,"""\""フォトンアーツ\""が使用できる。"""
quiz04#0,"""문제<br><yellow>ジェットブーツは、\""法撃무기\""である。<br>YES or NO？<c>"""
quiz04_1#0,"""ジェットブーツは、\""法撃무기\""である。"""
quiz05#0,"""문제<br><yellow>ガンスラッシュは、\""打撃무기\""である。<c><br>YES or NO？"""
quiz05_1#0,"""ガンスラッシュは、\""打撃무기\""である。"""
quiz06#0,"""문제<br><yellow>タクトは、\""法撃무기\""である。<c><br>YES or NO？"""
quiz06_1#0,"""タクトは、\""法撃무기\""である。"""
quiz07#0,"""문제<br><yellow>\""探索セクション\""では、<br>PSEバーストが発生する。<c><br>YES or NO？"""
quiz07_1#0,"""\""探索セクション\""では、"""
quiz07_2#0,"""PSEバーストが発生する。"""
quiz08#0,"""문제<br><yellow>\""戦闘セクション\""では、<br>PSEバーストが発生する。<c><br>YES or NO？"""
quiz08_1#0,"""\""戦闘セクション\""では、"""
quiz08_2#0,"""PSEバーストが発生する。"""
quiz09#0,"""문제<br><yellow>エアリオリージョンのリーダーは、<br>\""크로포드\""である。<c><br>YES or NO？"""
quiz09_1#0,"""エアリオリージョンのリーダーは、"""
quiz09_2#0,"""\""크로포드\""である。"""
quiz10#0,"""문제<br><yellow>クラススキル\""ウィークバレット\""の<br>効果時間は、\""10秒\""である。<c><br>YES or NO？"""
quiz10_1#0,"""クラススキル\""ウィークバレット\""の"""
quiz10_2#0,"""効果時間は、\""10秒\""である。"""
quiz11#0,"""문제<br><yellow>宇宙から降下ポッドでやってきた者は、<br>\""星還り\""と呼ばれている。<c><br>YES or NO？"""
quiz11_1#0,"""宇宙から降下ポッドでやってきた者は、"""
quiz11_2#0,"""\""星還り\""と呼ばれている。"""
quiz12#0,"""문제<br><yellow>天候\""雷雨\""が観測できるリージョンは、<br>\""クヴァリス\""である。<c><br>YES or NO？"""
quiz12_1#0,"""天候\""雷雨\""が観測できるリージョンは、"""
quiz12_2#0,"""\""クヴァリス\""である。"""
quiz13#0,"""문제<br><yellow>\""ニルス・スティア\""の弱点は、<br>\""氷属性\""である。<c><br>YES or NO？"""
quiz13_1#0,"""\""ニルス・スティア\""の弱点は、"""
quiz13_2#0,"""\""氷属性\""である。"""
quiz14#0,"""문제<br><yellow>\""ルメイラー\""シリーズの무기は、<br>\""闇属性\""である。<c><br>YES or NO？"""
quiz14_1#0,"""\""ルメイラー\""シリーズの무기は、"""
quiz14_2#0,"""\""闇属性\""である。"""
quiz15#0,"""문제<br><yellow>ひとつのチームに参加できる最大人数は、<br>\""120人\""である。<c><br>YES or NO？"""
quiz15_1#0,"""ひとつのチームに参加できる最大人数は、"""
quiz15_2#0,"""\""120人\""である。"""
quiz16#0,"""문제<br><yellow>\""レリク・バトルバージ\""の무기種は、<br>\""로드\""である。<c><br>YES or NO？"""
quiz16_1#0,"""\""レリク・バトルバージ\""の무기種は、"""
quiz16_2#0,"""\""로드\""である。"""
