un_063150_0001#0,"""A.P.242/3/14"""
un_063150_0010#0,"""タマヒメちゃん<br>こっちにいて大丈夫なの？"""
un_063150_0020#0,"""ん？\u3000どういうことじゃ？"""
un_063150_0030#0,"""ハルコタンだってあんな状況なのに<br>こっちにいたらコトシロさんが<br>大変なんじゃ……"""
un_063150_0040#0,"""忘れたか、マトイ。<br>タマヒメは、わらわの分け身じゃ。<br>本物のわらわはハルコタンにおる。"""
un_063150_0050#0,"""あ、そうだったね。<br>その、身体の方は大丈夫？<br>それにコトシロさんも……"""
un_063150_0060#0,"""案ずるな。怪我を負ったが<br>コトシロもわらわも無事じゃ。"""
un_063150_0160#0,"""ハルコタンの状況は？"""
un_063150_0170#0,"""幽世は大丈夫？"""
un_063150_0070#0,"""現世では今も<br>フォトナーの兵とやらが<br>暴れ回っておるが……"""
un_063150_0080#0,"""生き残った民の命のほうが大事じゃ。<br>幽世に居る分にはひとまず安全だろう。"""
un_063150_0090#0,"""ひとまずは安全じゃ。<br>シバとやらが踏み込んできおったら<br>時間の問題だがのう。"""
un_063150_0100#0,"""じゃが、今現世で暴れ回っているのは<br>ただ下っ端ごときの兵にすぎぬ。<br>ゆえに杞憂だろう。"""
un_063150_0110#0,"""今、シバの意識は<br>そなたたちに向いておる。"""
un_063150_0120#0,"""奴の意識がハルコタンに向けば<br>それこそ終いじゃ。"""
un_063150_0130#0,"""なれば、わらわがそなたらに<br>協力するのも道理というもの。"""
un_063150_0140#0,"""今は、ハルコタンのことは気にせず<br>そなたらにしかできないことに<br>集中せい。"""
un_063150_0150#0,"""……うん、わかった。"""
