Begin#0,"""開始5150"""
Success#0,"""成功5150"""
Failure#0,"""失敗5150"""
Dead#0,"""自分死亡5150"""
BuddyDead#0,"""相手死亡5150"""
Evolution#0,"""発展5150"""
Begin#1,"""/ci1 2 /mn2 ちょ！\u3000いたっ、痛いって！<br>今日のお客さん、エラいアグレッシブ！<br>無許可のボディタッチは極力厳禁やで！"""
Success#1,"""/ci2 1 /mn15 ありがとうございますー。<br>これで僕らの単独ライブを開催できる<br>環境がようやく整ったわ！"""
Failure#1,"""/mn1 ……懐かしいなあ、この感覚。<br>駆け出しの頃の、渾身の漫才が<br>スベった時のあの心境に似てるわ。"""
Dead#1,"""/mn2 ぐっは！\u3000あ、無理や、致命傷や……<br>これからはお前、ピンで頑張りや……"""
BuddyDead#1,"""/mn2 お、お前それ言い過ぎやろ！<br>せめて砲仙花くらいの影響力にして！<br>ほら、早く立ってやり直せや！"""
