un_050030_0001#0,"""A.P.241/10/2"""
un_050030_0010#0,"""啊，<%me>！<br>你好！"""
un_050030_0020#0,"""在你這麼忙的時候還<br>來找你說話……<br>不好意思！"""
un_050030_0030#0,"""上一次見面的時候<br>只有我請教了很多戰鬥的經驗<br>很不好意思。"""
un_050030_0040#0,"""不過，托那些經驗的福<br>被認可了呢！<br>我研究出來的、新職業！"""
un_050030_0050#0,"""正好現在職業櫃檯也把<br>情報給登陸上去了<br>滿足條件的話，就可以變成英雄！"""
un_050030_0060#0,"""嗯，就是說<br>通過了職業認定<br>就可以變成英雄了！"""
un_050030_0070#0,"""啊，對了，說起來是！<br>上一次忘記給<%me><br>你說了！"""
un_050030_0080#0,"""我一直在研究的，現在終於被認可且成為新職業的……<br>那個名字，就叫英雄！"""
un_050030_0090#0,"""１．……啥？"""
un_050030_0100#0,"""２．英雄？"""
un_050030_0110#0,"""就叫英雄！"""
un_050030_0120#0,"""對！<br>英雄！"""
un_050030_0130#0,"""是，是什麼很奇怪的名字麼？<br>我覺的只有這個比較合適來著……"""
un_050030_0140#0,"""因為你看，請看這個。<br>大劍可以這樣使用呦。<br>難道不覺的很酷炫麼？"""
un_050030_0150#0,"""雙機槍也是，英雄來用的話<br>你看，就搖身一變成新的武器了！"""
un_050030_0160#0,"""還有還有，這次還<br>弄出來了導具的新用法<br>這些全都可以在一個職業里用！"""
un_050030_0170#0,"""這樣的話<br>除了英雄也沒有其他能叫的吧？<br>沒有了吧！"""
