name01#0,"""？？？"""
name02#0,"""？？？"""
un_015125_0010#0,"""みんなー、アンコールありがとー！<br>みんなの熱い想い、受け取ったよ！<br>それじゃもう一曲、行っちゃおう！"""
un_015125_0020#0,"""明るく、激しく、鮮烈にっ！<br>ノリにノって、盛り上がろうね！<br>それじゃ、いっくよーっ！"""
un_015125_0030#0,"""さいっこうの盛り上がりを、ありがとーっ！"""
un_015125_0035#0,"""あたしの身体も心も、大満足だよっ！<br>やっぱり歌って、最高だねっ！"""
un_015125_0040#0,"""みんなはいつだってひとりじゃない！<br>もしも忘れそうになったら、あたしの歌を思い出してね！<br>みんなのための、この歌をっ！"""
un_015125_0050#0,"""それじゃ、またねーっ！"""
ls_010045_0010#0,"""ここにいる“I”その意味を<br>問いかける“Why?”そんな瞬間があるよね"""
ls_010045_0020#0,"""誰も 時には不意に"""
ls_010045_0030#0,"""胸にある“Pain”その傷み<br>笑っても“Fake”作り微笑いじゃ癒えない"""
ls_010045_0040#0,"""本当の気持ちには嘘はつけない"""
ls_010045_0050#0,"""信じてたい道に影落とす闇<br>刻んだ昨日\u3000見据えた明日\u3000もし隠しても"""
ls_010045_0060#0,"""You are Shouting\u3000So, Never Alone\u3000きみの叫びは<br>ちゃんと届いているよ\u3000どんな遙かな崖からも"""
ls_010045_0070#0,"""You are Fighting…Forever Lasting\u3000命焦がして<br>今、明るく激しい鮮烈な光になれ\u3000闘って!"""
ls_010045_0080#0,"""生きてゆく“Life”その理由の<br>答えには“Love”いつも用意していたいね"""
ls_010045_0090#0,"""たとえ孤独な夜も"""
ls_010045_0100#0,"""振り上げた“Fist”拳さえ<br>開いたら“Fit”誰かささえて包む"""
ls_010045_0110#0,"""あったかい絆になること\u3000忘れない"""
ls_010045_0120#0,"""頬伝わる涙たちは\u3000真摯に<br>歩んでいる証\u3000少しも恥じなくていい"""
ls_010045_0130#0,"""We are Sharing\u3000So, Never Alone\u3000きみの祈りは<br>黙ってても感じるよ\u3000天を突く頂めざそう"""
ls_010045_0140#0,"""We are Shining…Forever Lasting\u3000瞳凝らして"""
ls_010045_0150#0,"""ただ眩く正しい誠実な光を追え\u3000手に手取って"""
ls_010045_0160#0,"""You are Shouting\u3000So, Never Alone\u3000きみの叫びは<br>ちゃんと届いているよ\u3000心の奥\u3000深く強く"""
ls_010045_0170#0,"""You are Fighting…Forever Lasting\u3000命焦がして"""
ls_010045_0180#0,"""今、明るく激しい鮮烈な光になれ\u3000闘って!"""
ls_010045_1010#0,"""Our Fighting ver.MIYABI"""
ls_010045_1020#0,"""クーナ"""
