Begin#0,"""開始5008"""
Success#0,"""成功5008"""
Failure#0,"""失敗5008"""
Dead#0,"""自己死亡5008"""
BuddyDead#0,"""對手死亡5008"""
Evolution#0,"""連線5008"""
Begin#1,"""/ci4 1 嗚嗚，伊歐前輩。<br>對不起……"""
Success#1,"""/ci2 1 沒、才沒那種事呢！<br>伊歐前輩也！ 非常非常！<br>帥氣哦！"""
Failure#1,"""/ci4 1 ……非常抱歉。<br>下次我會不成為絆腳石而<br>更家的精進！"""
Dead#1,"""/ci4 2 什麼……我只是<br>想要去去蛋糕屋而已……"""
BuddyDead#1,"""/mn13 /ci1 2 伊歐前輩！<br>我會成為絆腳石……"""
Evolution#1,"""/ci4 1 嗚嗚，伊歐前輩對不起。<br>讓你陪著做這種奇怪的事。"""
Begin#2,"""/mn1 /ci1 2 ま、まってくださーい！<br>あ、先輩、助けてもらえませんか……？<br>その……ついていけなくて。"""
Success#2,"""/ci4 2 は、はい！\u3000さすがです……！<br>あ、まってくださーい！<br>先輩、ありがとうございました！"""
Failure#2,"""/mn23 /ci4 3 うぅ……すみません。<br>まだまだ、未熟者でした……<br>先輩、先に撤退しますね。"""
Dead#2,"""/mn5 ああ……すみません……<br>わたし、限界です……"""
BuddyDead#2,"""/mn2 わわっ……！<br>無茶しすぎです……<br>先輩、が、がんばりましょう！"""
Begin#3,"""/ci1 2 わ、わたしも<br>足手まといにならないように<br>がんばります！"""
Success#3,"""/ci2 1 やっぱり、先輩はすごいです。<br>きっとシバにも勝てます！<br>ここは、わたしたちにお任せを！"""
Failure#3,"""/mn23 /ci4 3 ごめんなさい、先輩……<br>わたしたちは、ここまでです……<br>無事に帰ってきてくださいね……"""
Dead#3,"""足手まといで……<br>ごめんなさい……"""
BuddyDead#3,"""/ci4 2 わ、わたし一人になっちゃった！？<br>不安だけど、がんばらなきゃ……！"""
