st_047050_0001#0,"""A.D.2028/4/23/13:00"""
st_047050_0010#0,"""こりゃまたすげぇ所だな……<br>月の表面じゃなく、地面の中に向けて<br>こんな建物作ってるなんてよ。"""
st_047050_0020#0,"""それに、重力や空気も問題なし……<br>あたし、六分の一の重力<br>少し楽しみにしてたんだけどなあ……"""
st_047050_0030#0,"""……アークスが【巨躯】と宇宙空間で戦う際に<br>展開しているフィールドと<br>同じ技術なのかもしれませんね。"""
st_047050_0040#0,"""フォトンとエーテルがほぼ同質のものと考えれば<br>そのぐらい出来ても不思議ではありません。"""
st_047050_0050#0,"""でも、それよりも、ここ……<br><%me>さん<br>見覚え、ありませんか？"""
st_047050_0060#0,"""旧マザーシップの内部……<br>シオンのいた場所に、似ています。<br>うり二つとも、言えるぐらいに……"""
st_047050_0070#0,"""……マザーは、シオンの模倣体だから<br>月に、マザーシップを作ろうとしてる？"""
st_047050_0080#0,"""でも、技術力が足りないから……<br>具現しようとしている、そっくりに？"""
st_047050_0090#0,"""つまりこの場は……<br>月は、マザーシップになろうとしてるの？"""
st_047050_0100#0,"""ほほ。マザーシップの具現、か。<br>それは正鵠を射ているかもしれんぞ、娘っ子。"""
st_047050_0110#0,"""でも、ここの空気……何て言えばいいんだろう。<br>動きやすさとか、過ごしやすさとか……<br>地球と言うよりも、アークス側の世界の感じ。"""
st_047050_0120#0,"""……まるで、あっちの世界をこの場に<br>具現しようとしている、気がする。"""
st_047050_0130#0,"""ほほ。あちら側の世界の具現、か。<br>それは正鵠を射ているかもしれんぞ、娘っ子。"""
st_047050_0140#0,"""アラトロン……さん。"""
st_047050_0150#0,"""そちらについたか、鷲宮氷莉よ。"""
st_047050_0160#0,"""ごめんなさい……わたしは、もう……<br>マザーとは、歩めません。"""
st_047050_0170#0,"""ほほ。よい、よい。<br>ぬし、ここに居た時より<br>よい目をしているではないか。"""
st_047050_0180#0,"""そちらこそが、ぬしにとって<br>いるべき場所だった、それだけの話よ。"""
st_047050_0190#0,"""……退く気は？"""
st_047050_0200#0,"""毛頭、ないのう。<br>もっとも、毛など頭にはすでにないがな。ほほ。"""
st_047050_0210#0,"""どうあっても？"""
st_047050_0220#0,"""……くどいぞ、娘っ子。<br>わしはすでにマザーと共に歩むと決めておる。"""
st_047050_0230#0,"""この老骨は頑固での、すでに矯正も効かぬ。<br>今更何を言われようとも、曲がらぬよ。<br>……故に！"""
st_047050_0240#0,"""遠からん者は音に聞け！<br>近くば寄って目にも見よ！"""
st_047050_0250#0,"""マザー・クラスタ、土の使徒！<br>アラトロン＝トルストイ！<br>いざ、お相手つかまつる！"""
skit01#0,"""Long Long Lone"""
skit02#0,"""母なる願い"""
