un_057050_0001#0,"""A.P.241/11/18"""
un_057050_0010#0,"""……やっぱダメだ！<br>すまんエコー、お前言ってきてくれ！"""
un_057050_0020#0,"""な、なんでこういう時に<br>度胸なくしちゃうのよ！"""
un_057050_0030#0,"""よう、<%me>。<br>何をしてるのかって？<br>報告まわりの最中さ。"""
un_057050_0040#0,"""アフィンやマトイちゃんにも<br>さっき報告してきたんだ。"""
un_057050_0050#0,"""びっくりさせるつもりだったんだが<br>あいつら、あんまり驚いてなかったな。"""
un_057050_0060#0,"""祝福はしてくれたけどね。"""
un_057050_0070#0,"""ま、知り合いのヤツらには<br>礼儀として、直接報告をしに<br>行ってるんだが……"""
un_057050_0080#0,"""あいつにはどう言ったものかな、って。"""
un_057050_0090#0,"""メルランディア、って名乗るように<br>なったとはいえ、まだ引きずってるとは<br>思うからさ……"""
un_057050_0100#0,"""とはいえ、言わないままで<br>他人からその話を聞くってのも<br>悪いしな……どうしたものか。"""
un_057050_0110#0,"""やっぱり意を決して言うしかないって。<br>別に悪いことじゃないんだし、堂々と。"""
un_057050_0120#0,"""わーってるよ、んなことは。<br>だからほら、エコー、行ってこいって。"""
un_057050_0130#0,"""いやいや行くなら二人ででしょ！"""
un_057050_0140#0,"""オレを見ると、ディアは<br>ゲッテムハルトのことを思い出す！<br>その状態で報告とか出来るか？"""
un_057050_0150#0,"""それ、あたしが行っても同じよ！<br>結局連想ゲームなんだから！"""
un_057050_0160#0,"""あの、お二人とも。<br>そのように変に気を遣われていると<br>かえって傷つくのですが……"""
un_057050_0170#0,"""のわっ！？"""
un_057050_0180#0,"""め、メルランディア！<br>いつからそこに？"""
un_057050_0190#0,"""あれだけぎゃあぎゃあ騒がれたら<br>誰でも気付くと思いますよ。"""
un_057050_0200#0,"""何やらご報告があるとのことですが？"""
un_057050_0210#0,"""それは、お二人が<br>ご結婚されたというお話でしょうか？"""
un_057050_0220#0,"""な、なんで知ってるの……！"""
un_057050_0230#0,"""知ってるもなにも<br>何をいまさらという話です。<br>ようやくか、と言った方がいいですか？"""
un_057050_0240#0,"""もし、この場にゲッテムハルト様が<br>いらっしゃったら……"""
un_057050_0250#0,"""「腑抜けてんじゃねえぞ」と<br>仰るのではないかと思います。"""
un_057050_0260#0,"""……だろうな。<br>あいつなら開口一番、それだ。"""
un_057050_0270#0,"""その後、ゼノが食ってかかるところまで<br>容易に想像できるわね。"""
un_057050_0280#0,"""ゲッテムハルト様のことを<br>気にするなというのは無理でしょう。"""
un_057050_0290#0,"""だから、忘れないであげてください。<br>皆さんが覚えていてくだされば<br>あの人は消えませんから。"""
un_057050_0300#0,"""ゼノさん、エコーさん。<br>ご結婚、おめでとうございます。"""
un_057050_0310#0,"""おう。<br>ありがとな、ディア。"""
un_057050_0320#0,"""ありがとう、メルランディア。"""
un_057050_0330#0,"""聞こえてんだよ。<br>……腑抜けるんじゃねえぞ、馬鹿共が。"""
name01#0,"""？？？"""
name02#0,"""？？？"""
