Begin#0,"""開始5151"""
Success#0,"""成功5151"""
Failure#0,"""失敗5151"""
Dead#0,"""自分死亡5151"""
BuddyDead#0,"""相手死亡5151"""
Evolution#0,"""発展5151"""
Begin#1,"""/mn24 /ci2 2 ちょ、ちょっと、パティちゃん！<br>恥ずかしいから止めて！<br>それに手伝いに来た人の台詞じゃない！"""
Success#1,"""/mn6 /ci2 2 t5 見分けつくし、新技とかないから！<br>あ、これお礼にどうぞ。<br>うちのバカ姉がホント、すみません。"""
Failure#1,"""/mn13 あーあ……これじゃ手伝いじゃなくて<br>邪魔しに来たのと変わらないよ……<br>あとでしっかり言い聞かせておきます。"""
Dead#1,"""/mn5 あぁ、目の前が真っ白に……<br>暑いからかな？\u3000恥ずかしいからかな？<br>後はよろしくお願いします……"""
BuddyDead#1,"""/mn11 パティちゃん、気を緩めすぎ。<br>もう、しょうがないんだから……<br>こっちで何とかしとくから、休んでて。"""
