st_013600_0001#0,"""A.P.238/4/9/10:55"""
st_013600_0010#0,"""......等一下。"""
st_013600_0020#0,"""等等啦你！"""
st_013600_0030#0,"""一個人想要幹什麼啊。<br>又不是不知道戰技大會的規則。"""
st_013600_0040#0,"""必須是團隊參賽，<br>單獨一人馬上失去資格耶。"""
st_013600_0050#0,"""知道了的話<br>還不快去找個人搭檔。"""
st_013600_0060#0,"""......該不會<br>你沒有想邀請的對象？"""
st_013600_0070#0,"""......抱、抱歉，我沒有惡意啦！<br>只是覺得只要你開口<br>應該不會沒有人答應才對......！"""
st_013600_0080#0,"""真是呢，拿你沒辦法。<br>那就由我來和你組隊吧。<br>正好我一個人閒得慌呢。"""
st_013600_0090#0,"""為什麼我會在這裡麼？<br>這和你又沒關係。<br>你有意見，我就回去咯？"""
st_013600_0100#0,"""......好了啦，差不多要開始了呢。"""
