st_043070_0001#0,"""A.D.2028/4/2/18:30"""
st_043070_0010#0,"""クゥール……ソークゥゥール！<br>いいね、やっぱりナマの映像は最高だ！<br>イマジネーションが止まらない！"""
st_043070_0020#0,"""ヒツギガール！\u3000想像以上のムーブだ！<br>これこそ、俺の求めていた映像だぜ！"""
st_043070_0030#0,"""もっともっと、君達のアクトに応えられる<br>プレイスとエキストラが用意できたら……<br>本番、といこうじゃないか！"""
st_043070_0040#0,"""１．逃げられたか……"""
st_043070_0050#0,"""２．大丈夫、ヒツギ？"""
st_043070_0060#0,"""……はい、反応消失しました。"""
st_043070_0070#0,"""向こうの方がエーテルの扱いに<br>慣れてるのは、やっぱりやっかいですね。<br>ダーカー相手とは、勝手が違います。"""
st_043070_0080#0,"""ヒツギさんは大丈夫ですか？"""
st_043070_0090#0,"""ごめん、またカッとなって……<br>助けに来てくれて、ありがとう。"""
st_043070_0100#0,"""……あたしは、大丈夫。<br>だけど、兄さんが……<br>あたしのせいで、兄さんは……"""
