un_057040_0001#0,"""A.P.241/11/10"""
un_057040_0010#0,"""おう、<%me>。<br>相変わらず忙しそうにしてんな。"""
un_057040_0020#0,"""というか、ゼノがいっつも<br>ひましてるだけじゃない？<br>教導はどうしたのよ、教導は。"""
un_057040_0030#0,"""しょうがねーだろ。<br>レギアスのじじいと姐さんが<br>頑張りすぎてやることねーんだし。"""
un_057040_0040#0,"""あー、相変わらずマリアさんは<br>総務部よりも教導部にべったりですか。<br>サラさんが怒ってそうですねえ。"""
un_057040_0050#0,"""お、シエラ。<br>お前さん、艦橋の外に出て良いのか？"""
un_057040_0060#0,"""はい！\u3000今回色々重なった結果<br>外出許可がもらえちゃってます！"""
un_057040_0070#0,"""そういえば、司令会議の時も<br>シエラちゃん、通信だったよね。"""
un_057040_0080#0,"""オレとしては、司令会議に<br>何でお前も同席してんだ、ってほうが<br>いっつも気になってたけどな。"""
un_057040_0090#0,"""ゼノが記録とか取らないからでしょ。<br>あたしは善意の秘書よ、秘書。"""
un_057040_0100#0,"""うーむ、やっぱりこうして直に会えると<br>いろいろと感じるものがありますねえ。"""
un_057040_0110#0,"""たとえば？"""
un_057040_0120#0,"""ゼノさんとエコーさん。<br>何でお二人は結婚されてないんですか？"""
un_057040_0130#0,"""ぶっ！"""
un_057040_0140#0,"""よく言ってくれた"""
un_057040_0150#0,"""アークス七不思議の一つだ"""
un_057040_0160#0,"""やっぱりみなさん<br>同じことを思ってたんですね。<br>直接会うと、強く感じますよ。"""
un_057040_0170#0,"""いやっ、結婚って、あのね！<br>シエラちゃん、そういうのは<br>きちんと段取りを踏んで……"""
un_057040_0180#0,"""お二人はきちんと段取りを<br>踏まれているように見えますけど。"""
un_057040_0190#0,"""でも、でもほらっ、こういうのって<br>タイミングというか思い切りというか<br>そういうのが必要で、さ！"""
un_057040_0200#0,"""んじゃ、するか、結婚。"""
un_057040_0210#0,"""ふへっ！？"""
un_057040_0220#0,"""なんだよエコー、嫌なのか？"""
un_057040_0230#0,"""いや、いやいやいやいや！<br>そんなこと……ないけど！"""
un_057040_0240#0,"""ゼノは……いいの？<br>その、あたしと……結婚って……"""
un_057040_0250#0,"""なんでそこで自信なくすんだよ。<br>逆にお前以外に誰がいるってんだ。"""
un_057040_0260#0,"""お前こそいいのか？<br>そうなったら、今以上に<br>あっちこっち遠慮なく振り回すぞ？"""
un_057040_0270#0,"""……それこそ、いまさらよ。"""
un_057040_0280#0,"""そうだな、いまさらだな。"""
un_057040_0290#0,"""じゃ、じゃあ！<br>手続きしにいこう、ゼノ！<br>気が変わらないうちに！"""
un_057040_0300#0,"""そうポンポン変わるかっての。<br>じゃあな、二人とも。<br>あと、ありがとな、シエラ。"""
un_057040_0310#0,"""……あの、<%me>さん。<br>私、とんでもないことを<br>してしまったんじゃないでしょうか！"""
un_057040_0320#0,"""シエラはすごい"""
un_057040_0330#0,"""めでたいことだよ"""
un_057040_0340#0,"""いやでも、あれを見てたら<br>言うの我慢できなくて……！"""
un_057040_0350#0,"""それはそうかもですけど……<br>まさかここまでとんとん拍子に<br>進むなんて思っていなくて……"""
un_057040_0360#0,"""わわわ……なんだか私が<br>恥ずかしくなってきました。<br>すごいの見ちゃった見ちゃいました！"""
name01#0,"""？？？"""
name02#0,"""？？？"""
