un_061030_0001#0,"""A.P.242/2/23"""
un_061030_0010#0,"""……ふう。<br>やっと一段落しました。"""
un_061030_0020#0,"""アークスの独立運用コード……<br>本当に使うことになるなんて<br>思ってもみませんでしたよ。"""
un_061030_0030#0,"""失礼します。"""
un_061030_0040#0,"""げ、カスラさん。<br>なんの用ですか？"""
un_061030_0050#0,"""相変わらず嫌われてしまっていますね。<br>まあいいです。"""
un_061030_0060#0,"""ちょうどいい。<br><%me>さんも<br>一緒に聞いておいてください。"""
un_061030_0070#0,"""まだ予断を許す状況ではありませんが<br>少しは落ち着きましたからね。<br>その報告です。"""
un_061030_0080#0,"""まず、マザーシップは完全に<br>シバとその勢力に占拠されました。"""
un_061030_0090#0,"""さしずめ、『マザーシップ・シバ』と<br>言ったところでしょうか。<br>現在地は、探索中です。"""
un_061030_0100#0,"""各アークスシップは独立運用で運行中。<br>これは、シエラの方が詳しいでしょう。"""
un_061030_0110#0,"""はい。<br>最初こそバタバタしてはいましたが<br>今はもう安定しています。"""
un_061030_0120#0,"""先の戦闘での損害率は<br>アークス全体の約４０％……<br>死傷者も多く出ています。"""
un_061030_0130#0,"""シバが引き連れていた敵については<br>目下調査中です。"""
un_061030_0140#0,"""あの機械みたいな敵……。<br>あれもフォトナーなんでしょうか？"""
un_061030_0150#0,"""現状ではなんとも言えませんね。<br>ただ、自我や意志があるようには<br>見えなかったと報告されています。"""
un_061030_0160#0,"""ということは、やっぱり機械兵器？<br>あ、データも受信できたみたい……<br>って、いっぱい来たー！"""
un_061030_0170#0,"""ちょっと、カスラさん！<br>なんですか、この量……！？"""
un_061030_0180#0,"""口頭の報告はあくまで要所だけです。<br>詳細については、そちらのデータに<br>目を通しておいてください。"""
un_061030_0190#0,"""では、失礼します。"""
un_061030_0200#0,"""どうして、いつもいつも<br>未整理のまま送ってくるんですか！<br>整理整頓、管理もちゃんとしてー！"""
