st_041020_0001#0,"""A.P.241/3/22/15:00"""
st_041020_0010#0,"""……アークスの総司令から直々の依頼。<br>惑星ナベリウスで散見されている<br>ダーカー出現の調査、か。"""
st_041020_0020#0,"""こんなクエスト聞いたことない……<br>しかもぺーぺーのあたしに総司令から直々……<br>そんなことって、ありえるの？"""
st_041020_0030#0,"""もしかしてもしかすると<br>あたし、目をつけられてたり？"""
st_041020_0040#0,"""いや、いやいや、そんなはずない！<br>そもそもここにはバグが発生してる……<br>つまりこれもきっと例外的な挙動。"""
st_041020_0050#0,"""目をつけられるとか疑われるとか<br>それもひっくるめてぜーんぶバグよ、バグ。"""
st_041020_0060#0,"""何を恐れる必要があるの、ヒツギ。<br>いつも通りいつものようにやればいいの！<br>……よし！"""
st_041020_0070#0,"""ってうわああっ！？<br>だ、誰よ、貴方はっ！"""
st_041020_0080#0,"""ええっとお……<br>ヒツギさん、で合ってますか？"""
st_041020_0090#0,"""そ、そうですけど……<br>じゃなくて、そうだけど。"""
st_041020_0100#0,"""はじめまして。<br>私、アークスシップ管理者兼<br>オペレーターのシエラといいます。"""
st_041020_0110#0,"""そしてこちらは<br><%me>さん。<br>今回の任務の同行者です。"""
st_041020_0120#0,"""……<%me>？<br><%me>って名前<br>どこかで見た覚えが……"""
st_041020_0130#0,"""……って、２年前の【深遠なる闇】戦で<br>大活躍したっていうアークスじゃないか！<br>ど、どうしてあたし……いや、僕と一緒に……？"""
st_041020_0140#0,"""いろいろありまして、復帰直後なんですよ。<br>リハビリを兼ねての共同任務、と<br>思っていただければ間違いありません。"""
st_041020_0150#0,"""ふ、ふうん。<br>リハビリを兼ねて、ね。"""
st_041020_0160#0,"""シップ管理者の専属オペレートに加えて<br>２年前のキーパーソンがくっついてくるなんて<br>……尋常じゃない。"""
st_041020_0170#0,"""……これ絶対<br>あたし、疑われてる！"""
st_041020_0180#0,"""な、なな、なんで？\u3000どうして？<br>ちょっと張り切りすぎちゃったから？<br>新人にしては頑張りすぎちゃったから？"""
st_041020_0190#0,"""あのう、ヒツギさん？"""
st_041020_0200#0,"""あ、あははー……えっとぉ……"""
st_041020_0210#0,"""<%me>さん！<br>ご一緒できて、とても心強いです！<br>よろしくお願いします！"""
st_041020_0220#0,"""それでは、行きましょう！<br>任務、ささっと終わらせちゃいましょう！<br>さあ、さあ！"""
st_041020_0230#0,"""……なんとも、ヘンな人ですね。<br>男性のはずなのに、振る舞いが<br>あちこち女性っぽいですし。"""
st_041020_0240#0,"""なんだかとっても<br>キナくさーい感じがします。<br>注意しましょうね。"""
skit01#0,"""-Guardian's awaking-"""
skit02#0,"""目覚めの時"""
