name010#0,"""나즌"""
text010#0,"""では、次のクイズに参ります！"""
text020#0,"""題して、<red>\""誰が通ったでしょう\""<c>クイズ！"""
text030#0,"""今からエネミーが、木々のあいだを横ぎります。<br>その名前を、お答えください。"""
text031#0,"""それでは、いきますよー！"""
text040#0,"""今、見えたエネミーは、なんだったでしょうか？<br>렛츠 씽킹!"""
text050#0,"""타임 업!"""
text060#0,"""\""誰が通ったでしょう\""クイズは、これで終了です。<br>다음 퀴즈의  장소로 이동하죠!"""
countdown_3#0,"""3"""
countdown_2#0,"""2"""
countdown_1#0,"""1"""
quiz00_01#0,"""없음"""
quiz01_01#0,"""誰が通ったでしょう"""
quiz_correct#0,"""축하드립니다!"""
quiz_incorrect#0,"""아쉽네요…."""
quiz_select_lizfir#0,"""リザド・フレイ"""
quiz_select_lizice#0,"""リザド・アイス"""
quiz_select_lizthu#0,"""リザド・サンダ"""
quiz_select_sunny#0,"""サニィ"""
quiz_select_moony#0,"""ムーニィ"""
quiz_select_ramsunny#0,"""ラムルサニィ"""
quiz_select_rumysunny#0,"""ルミィサニィ"""
quiz_select_patt#0,"""パット"""
quiz_select_rampatt#0,"""ラムルパット"""
quiz_select_rampatty#0,"""ラムルパッティ"""
quiz_select_flampatt#0,"""フラムパット"""
quiz_select_tinos#0,"""ティノス"""
quiz_select_lavatinos#0,"""ラーヴァティノス"""
quiz_select_sandtinos#0,"""サンドティノス"""
quiz_select_snowtinos#0,"""スノウティノス"""
quiz_select_gardinanlore#0,"""ガーディナン・ロア"""
quiz_select_gardinanwolore#0,"""ガーディナン・ヴォロア"""
quiz_select_spardanlore#0,"""スパルダンＡ・ロア"""
quiz_select_spardanwolore#0,"""スパルダンＡ・ヴォロア"""
quiz_select_spargunlore#0,"""スパルガン・ロア"""
quiz_select_spargunwolore#0,"""スパルガン・ヴォロア"""
quiz_select_signogunlore#0,"""シグノガン・ロア"""
quiz_select_signogunwolore#0,"""シグノガン・ヴォロア"""
quiz_select_gerogero#0,"""ケロゲロ"""
quiz_select_hielgero#0,"""ヒエルゲロ"""
quiz_select_chibetagero#0,"""チベタゲロ"""
quiz_select_pedasword#0,"""ぺダス・소드"""
quiz_select_pedasgun#0,"""ペダス・ガン"""
quiz_select_gazasaxe#0,"""ガザス・액스"""
quiz_select_gazasslash#0,"""ガザス・スラッシュ"""
quiz01_answer#0,"""정답은…<br><red>リザド・フレイ<c>입니다!"""
quiz02_answer#0,"""정답은…<br><red>リザド・アイス<c>입니다!"""
quiz03_answer#0,"""정답은…<br><red>リザド・サンダ<c>입니다!"""
quiz04_answer#0,"""정답은…<br><red>サニィ<c>입니다!"""
quiz05_answer#0,"""정답은…<br><red>ムーニィ<c>입니다!"""
quiz06_answer#0,"""정답은…<br><red>ラムルサニィ<c>입니다!"""
quiz07_answer#0,"""정답은…<br><red>ルミィサニィ<c>입니다!"""
quiz08_answer#0,"""정답은…<br><red>パット<c>입니다!"""
quiz09_answer#0,"""정답은…<br><red>ラムルパット<c>입니다!"""
quiz10_answer#0,"""정답은…<br><red>ラムルパッティ<c>입니다!"""
quiz11_answer#0,"""정답은…<br><red>フラムパット<c>입니다!"""
quiz12_answer#0,"""정답은…<br><red>ティノス<c>입니다!"""
quiz13_answer#0,"""정답은…<br><red>ラーヴァティノス<c>입니다!"""
quiz14_answer#0,"""정답은…<br><red>サンドティノス<c>입니다!"""
quiz15_answer#0,"""정답은…<br><red>スノウティノス<c>입니다!"""
quiz16_answer#0,"""정답은…<br><red>ガーディナン・ロア<c>입니다!"""
quiz17_answer#0,"""정답은…<br><red>ガーディナン・ヴォロア<c>입니다!"""
quiz18_answer#0,"""정답은…<br><red>スパルダンＡ・ロア<c>입니다!"""
quiz19_answer#0,"""정답은…<br><red>スパルダンＡ・ヴォロア<c>입니다!"""
quiz20_answer#0,"""정답은…<br><red>スパルガン・ロア<c>입니다!"""
quiz21_answer#0,"""정답은…<br><red>シグノガン・ロア<c>입니다!"""
quiz22_answer#0,"""정답은…<br><red>シグノガン・ヴォロア<c>입니다!"""
quiz23_answer#0,"""정답은…<br><red>ケロゲロ<c>입니다!"""
quiz24_answer#0,"""정답은…<br><red>ヒエルゲロ<c>입니다!"""
quiz25_answer#0,"""정답은…<br><red>チベタゲロ<c>입니다!"""
quiz26_answer#0,"""정답은…<br><red>ペダス・소드<c>입니다!"""
quiz27_answer#0,"""정답은…<br><red>ペダス・ガン<c>입니다!"""
quiz28_answer#0,"""정답은…<br><red>ガザス・액스<c>입니다!"""
quiz29_answer#0,"""정답은…<br><red>ガザス・スラッシュ<c>입니다!"""
