un_062070_0001#0,"""A.P.242/3/5"""
un_062070_0010#0,"""なんだと！<br>私より小さいくせに生意気だぞ！"""
un_062070_0020#0,"""〔何を言う！〕〔お前の方が〕<br>〔小さいぞ！〕"""
un_062070_0030#0,"""誰がどう見たって私の方が<br>大きいだろう！"""
un_062070_0040#0,"""なんだ邪魔するなサラ、って貴様か！"""
un_062070_0045#0,"""サラなら、別行動で各自警戒中だ！<br>それよりもコイツに言ってやってくれ！"""
un_062070_0050#0,"""〔おお！〕〔よく来たな！〕<br>〔<%me>からも〕<br>〔この小さい者に〕〔言ってくれ！〕"""
un_062070_0060#0,"""まーた、小さいって！<br>どうして私よりもちんちくりんに<br>何度も言われねばならんのだ！"""
un_062070_0070#0,"""ああもう、ラチがあかん！<br>おい、貴様はどう思うか答えろ！"""
un_062070_0080#0,"""レラの方が小さいと思う"""
un_062070_0090#0,"""小さい方が可愛いと思う"""
un_062070_0100#0,"""〔貴方も〕〔言うのか？〕<br>〔私が〕〔小さいはずが……〕"""
un_062070_0110#0,"""〔……あ〕<br>〔たしかに〕〔今は〕<br>〔小さかった……〕"""
un_062070_0120#0,"""そ、そうか……<br>貴様の趣味を聞いたわけではなかったが<br>まあ、聞いた私も悪かったな……"""
un_062070_0130#0,"""〔そうか〕〔わかったぞ！〕<br>〔小さきアークスよ〕〔見ておれ〕<br>〔どちらが〕〔小さいか！〕"""
un_062070_0140#0,"""うわっ！？"""
un_062070_0150#0,"""〔どうだ！〕<br>〔これで〕〔私の方が〕〔大きいと〕<br>〔わかっただろう！〕"""
un_062070_0160#0,"""ふ、ふん！<br>大きければいいと言うものではないぞ！<br>小さい方が便利なこともたくさんある！"""
un_062070_0170#0,"""〔そう〕〔なのか？〕"""
un_062070_0180#0,"""う、うむ！\u3000そうなのだ！"""
un_062070_0190#0,"""〔どのような点で〕〔便利なのだ？〕"""
un_062070_0200#0,"""ど、どのような？<br>そうだな……た、例えばだ！"""
un_062070_0210#0,"""戦う時に素早く動ける！<br>小さければ障害物やエネミーの攻撃に<br>当たることも少ないからな！"""
un_062070_0220#0,"""小回りを利かせて<br>正確に、確実に、素早く！<br>攻撃を叩きこめるぞ！"""
un_062070_0230#0,"""〔なるほど！〕〔たしかに〕<br>〔先日の〕〔磁獄龍墓でも……〕"""
un_062070_0240#0,"""〔敵が現れる〕〔場所に〕<br>〔的確に〕〔攻撃をしていた！〕"""
un_062070_0250#0,"""ふふん！\u3000そうだとも！<br>まあ、私にかかればあの程度は<br>朝飯前だがな！"""
un_062070_0260#0,"""〔小さいことは〕〔すごいな！〕<br>〔ほかには？〕〔ほかにも〕<br>〔小さくて〕〔便利な点が？〕"""
un_062070_0270#0,"""ほ、ほかに？\u3000それは……<br>お、おい！\u3000貴様からも<br>なにかあるだろっ！"""
un_062070_0280#0,"""えっと……ほ、他には、だなっ！<br>て、天井が低いところで……<br>頭を絶対にぶつけない！"""
un_062070_0290#0,"""〔それは〕〔いいな！〕<br>〔私はいつも〕〔ぶつけてしまう！〕<br>〔ほかには？〕〔ほかには？〕"""
un_062070_0300#0,"""ならばさらに！\u3000身体が小さいと<br>ドーナツ２つでおなかいっぱいになる！"""
un_062070_0310#0,"""だが、すぐにおなかいっぱいに<br>なってしまうから、美味いものも<br>あんまり多く食べられないんだ……"""
un_062070_0320#0,"""〔それは〕〔悲しいな……〕"""
un_062070_0330#0,"""でもな！\u3000小さいと時々<br>お菓子がもらえるんだぞ！"""
un_062070_0340#0,"""〔すごい！〕〔すごいぞ！〕<br>〔小さいことは〕〔素晴らしいな！〕<br>〔ならば！〕"""
un_062070_0350#0,"""〔これで私も〕〔お菓子を〕<br>〔もらえるのだな！〕"""
un_062070_0360#0,"""ああそうだ！"""
un_062070_0365#0,"""さあ、<%me>！<br>遠慮せず、小さな私たちに<br>思う存分お菓子をくれていいぞ！"""
un_062070_0370#0,"""〔いいぞ！〕"""
