name01#0,"""？？？"""
name02#0,"""？？？"""
st_010555_0010#0,"""新たなマターボードが産まれた。<br>天秤は揺らぎを止め<br>答えを見出す。"""
st_010555_0050#0,"""如何なる困難があろうとも<br>貴方が見出したそのものは<br>やがて必ず形となる。"""
st_010555_0060#0,"""得るべき形となるだろう。"""
st_010555_0070#0,"""故に、貴方は惑わず揺るがず<br>直向きに進んで欲しい。"""
st_010555_0080#0,"""……わたしは信じる。<br>それこそが、全てのものへの<br>答えへ通じる道であると。"""
al_010070_0010#0,"""アムドゥスキアの破片も回収完了。<br>これで、全部の破片が揃ったんだね。"""
al_010070_0020#0,"""指針があったとはいえ、三つの惑星を<br>巡って回るなんて……本当にお疲れさま。<br>それに見合った意味もあるんだよね。"""
al_010070_0030#0,"""あとは直すだけ、って感じだけど<br>それで目的達成、なのかな？"""
al_010070_0040#0,"""二代目ちゃんの様子も気になるんだよね。<br>記憶喪失なのに、明らかに武器の破片に<br>反応したりしているし、さ。"""
al_010070_0050#0,"""二代目ちゃんを助けたのも<br>武器の破片を回収したのもシオンの導き。<br>それに加えて、二代目ちゃんの反応……"""
al_010070_0060#0,"""これは見えたね、先が見えたよ。<br>あの武器の破片が、わたしの知ってる<br>アレなら、きっとああなるね！"""
