un_064070_0001#0,"""A.P.242/3/18"""
un_064070_0010#0,"""……チッ。<br>あの莫迦どもが……"""
un_064070_0020#0,"""ああ、お前か……"""
un_064070_0030#0,"""フン、ストラトスとルコットの件で<br>世話を焼きに来たんだろう？"""
un_064070_0040#0,"""……お前も、あの茶番を見ただろう。<br>ストラトスは、他人に甘い……<br>そして、ルコットはそれに甘えている。"""
un_064070_0050#0,"""言いたくないなら、言わなくていい？<br>友達だから、傷つけた理由は聞かない？<br>まったく、笑わせてくれる。"""
un_064070_0060#0,"""ルコットが語らない理由は想像がつく。<br>語れば、何らかの理由で自分や俺たちが<br>傷つく恐れがあるからだ。"""
un_064070_0070#0,"""そして、ストラトスもまた<br>理由を聞き出すことで、ルコットが<br>傷つくことを恐れている……"""
un_064070_0080#0,"""救いようのない莫迦どもだ。<br>一生、うわべの付き合いを続ける気か？<br>ふざけるな……！"""
un_064070_0090#0,"""だが、どうすればいい……？<br>俺にできることなど、あるのか？<br>わからない……わからないんだ。"""
un_064070_0100#0,"""キョクヤなりのやり方で"""
un_064070_0110#0,"""《亡霊》なら、どうする？"""
un_064070_0120#0,"""俺なりの……やり方？<br>俺にしか、できないこと……"""
un_064070_0130#0,"""ククク……思いついたぞ。<br>なるほど、この手があったか……<br>目に物を見せてくれる。"""
un_064070_0140#0,"""《亡霊》なら……だと？<br>ククク、簡単なことだ……"""
un_064070_0150#0,"""……そうか。<br>この俺が《亡霊》だからこそ<br>できることがある……"""
un_064070_0160#0,"""……そう、俺は《亡霊》。<br>目的のためには、手段を選ばん。"""
un_064070_0170#0,"""ククク……あいつらが<br>たがいを傷つけるのが怖いというなら<br>その役目、俺にやらせてもらおうか！"""
un_064070_0180#0,"""この“黒き狼”のやり方を<br>お前にも、あの莫迦どもにも……<br>じっくりと刻み込んでくれる！"""
un_064070_0190#0,"""……感謝する。<br>ククク……<br>さらばだ。"""
