name01#0,"""シエラ"""
text01#0,"""<red>ダブルセイバーギア<c>について<br>説明します！"""
text02#0,"""ダブルセイバーギアはギアをすべて<br>消費して<red>かまいたちを発生<c>させ<br>周囲にダメージを与えます。"""
text03#0,"""<red>ギアを１段階以上<c>にして<br>かまいたちで攻撃してみましょう。"""
text101#0,"""課題２：<yellow>かまいたちを発生させる"""
train_title#0,"""課題２：<yellow>かまいたちを発生させる"""
tut_title#0,"""『ダブルセイバーギア』について"""
text100#0,"""・エネミーを攻撃してギア１段階以上ためる<br>・<%WeaponAction>でかまいたち発生"""
text100_3b#0,"""・エネミーを攻撃してギア１段階以上ためる<br>・<%MainPaletteC>でかまいたち発生"""
tut_win_title#0,"""『ダブルセイバーギア』について"""
tut_win_text100#0,"""クラススキル「ダブルセイバーギア」を<br>習得しているとダブルセイバーの性能を<br>更に引き出すことができます。<br><br>攻撃することでギア２、ギア３と<br>上昇していきます。<br><br>溜まったギアは武器アクションで使用でき<br>ギア段階に応じた「かまいたち」を纏って<br>周囲を攻撃することができます。"""
