Begin#0,"""開始5150"""
Success#0,"""成功5150"""
Failure#0,"""失敗5150"""
Dead#0,"""自分死亡5150"""
BuddyDead#0,"""相手死亡5150"""
Evolution#0,"""発展5150"""
Begin#1,"""/mn15 /toge /ci2 4 まさか先輩と一緒に<br>海に来ることができるなんて……<br>さっさと敵を倒して、遊びましょう！"""
Success#1,"""/mn15 /toge /ci2 1 やりましたね、先輩！<br>これでゆっくり遊べますよ！"""
Failure#1,"""/mn10 ううっ……<br>せっかく海に来たっていうのに。"""
Dead#1,"""/mn7 先輩、すみません……<br>ちょっと気を抜きすぎたかも……"""
BuddyDead#1,"""/mn2 先輩、大丈夫ですか？<br>後は任せてください！"""
Begin#2,"""/mn22 /toge /ci2 4 ビーチもあって水着も着てて！<br>これは遊ぶしかないじゃないか！<br>……って、うわっ、敵！？"""
Success#2,"""/mn15 /ci2 1 よし、一通り片付いた！<br>あとは海を満喫するだけだ！"""
Failure#2,"""/mn1 やっぱこの服だと戦いづらいか……<br>ごめん、一旦退きます！"""
Dead#2,"""/mn7 ああ……<br>まだ、海で遊んでないのに……"""
BuddyDead#2,"""/mn36 アイカ、大丈夫か？<br>ここはオレに任せとけ！"""
