Begin#0,"""開始5244"""
Success#0,"""成功5244"""
Failure#0,"""失敗5244"""
Dead#0,"""自分死亡5244"""
BuddyDead#0,"""相手死亡5244"""
Evolution#0,"""発展5244"""
Begin#1,"""/ci1 1 相棒、いいところに！<br>おれたちだけだと苦しくってさ<br>手伝ってくれよ！"""
Success#1,"""/ci2 1 ふいー、終わった終わった！<br>相棒、ありがとな！<br>ユク姉、行こうぜ。"""
Failure#1,"""うあっちゃー……<br>ごめん、ユク姉、相棒"""
Dead#1,"""そんな……"""
BuddyDead#1,"""ユク姉！<br>お前ら……絶対、許さねえからな！"""
Begin#2,"""/ci2 1 へへっ、ゼノ先輩と三人で戦うなんて<br>あの時のことを思い出すな……ようし！<br>相棒、いっちょやってやろうぜ！"""
Success#2,"""/mn15 /ci2 1 なんとかなったな、相棒！<br>おれだって、少しは力になれたよな？<br>じゃ、また後で会おうぜ！"""
Failure#2,"""/mn1 くそっ！<br>まだ力不足なのか！\u3000おれは！"""
Dead#2,"""/mn2 ぐっ……！<br>相棒……ごめん……"""
BuddyDead#2,"""/mn2 ゼノ先輩っ！？<br>相棒、二人で持ちこたえるぞ！"""
