un_020490_0010#0,"""......แย่จริงๆ เลยค่ะ! ถึงจะสภาพร่างกายจะ<br>ดีขนาดไหนก็เถอะแต่แยกไม่ออกเหรอคะ <br>ว่าอันไหนควรทำไม่ควรทำน่ะค่ะ......!"""
un_020490_0020#0,"""......อ๊ะ มาได้จังหวะพอดีเลย<br>ท่าน <%me><br>ท่านเองก็ช่วยพูดอะไรบ้างสิคะ"""
un_020490_0030#0,"""อือ...... ไม่เอาสองคนนะ......<br>ขอโทษค่ะ สำนึกผิดแล้วค่ะ<br>สำนึกผิดแล้วจริงๆ นะคะ......"""
un_020490_0040#0,"""ถามว่าเธอทำอะไรไปน่ะเหรอคะ?<br>......เธอไปใช้ Photon Magic ในเมืองค่ะ"""
un_020490_0050#0,"""เห็นมาโชว์ว่าสภาพร่างกายดี แล้วก็บอก<br>ว่าจะออกไปแป๊ปนึง นึกว่าจะไปทำอะไร<br>จู่ๆ ก็กลับใช้ Photon Magic ออกมา......"""
un_020490_0060#0,"""ขะ ขอโทษค่ะ...... ชั้นแค่คิดว่าจะใช้ได้<br>หรือเปล่าน้าเท่านั้น มันก็ออกไปแล้ว <br>ชั้นไม่ได้มีเจตนาร้ายนะคะ"""
un_020490_0070#0,"""ก็แน่ล่ะสิคะ!<br>ถ้ามีเจตนาร้ายล่ะก็ป่านนี้ชั้นรายงานไปแล้วค่ะ"""
un_020490_0080#0,"""......อือ ขอโทษค่ะ"""
un_020490_0090#0,"""......การใช้ Photon Magic ในเมื่องน่ะ<br>ตามปกติแล้ว จะถูกทำให้หายไปค่ะ"""
un_020490_0100#0,"""แต่คุณ Matoi น่ะ สามารถ<br>ฉีกกฎนั้นและใช้ Photon Magic <br>ได้โดยที่ไม่มี Rod ช่วย"""
un_020490_0110#0,"""......มันไม่น่าจะเป็นไปได้เลยค่ะ<br>ชั้นไม่เคยได้ยินเรื่องแบบนี้มาก่อนเลย"""
un_020490_0120#0,"""......นับว่าโชคยังดีที่ไม่มีใครเห็นค่ะ <br>ถ้าเกิดโชคไม่ดีมีคนเห็นเข้า<br>มีหวังได้กลายเป็นเรื่องใหญ่แน่ค่ะ"""
un_020490_0130#0,"""......ทั้งสองคนคุยซุบซิบ<br>อะไรกันอยู่เหรอ?"""
un_020490_0140#0,"""......กำลังปรึกษาว่าจะลงโทษเธอยังไงค่ะ"""
un_020490_0150#0,"""เอ๋......<br>ชั้นไม่ได้ตั้งใจจะทำเรื่อง<br>เลวร้ายอะไรขนาดนั้นซะหน่อย......"""
un_020490_0160#0,"""......จู่ๆ อย่ามางอนเป็น<br>เด็กๆ สิคะ"""
un_020490_0170#0,"""......ยังไงก็แล้วแต่ ถ้าอยากใช้<br>Photon Magic ล่ะก็ ชั้นจะดำเนินการ<br>ที่ทำให้ฝึกใช้ได้ เตรียมไว้ให้ค่ะ"""
un_020490_0180#0,"""เพราะฉะนั้นอย่าทำอะไรแบบนี้<br>อีกเป็นอันขาดนะคะ<br>เข้าใจรึเปล่า?"""
un_020490_0190#0,"""ค่า......"""
un_020490_0200#0,"""......แทนที่จะมานั่งซ่อนแบบแย่ๆ<br>ชั้นคิดว่าทำให้ความสามารถของ<br>เธอตื่นขึ้นน่าจะดีกว่าค่ะ"""
un_020490_0210#0,"""ยิ่งกว่านั้น ถ้าเรื่องการมีอยู่ของตัวตน<br>พิเศษนี่แตกออกไป คิดว่าหลายๆ คน<br>คงจะไม่ปิดปากเงียบแน่"""
un_020490_0220#0,"""......ชั้นก็รู้สึกต่อต้านนิดๆ ที่จะให้<br>ถืออาวุธสำหรับต่อสู้กับเธอ<br>......แต่มันก็ช่วยไม่ได้นะคะ"""
un_020490_0230#0,"""ยังไงก็ตาม เรื่องนี้ขอให้เป็น<br>ความลับระหว่างพวกเรานะ"""
un_020490_0010#1,"""……まったく！<br>いくら調子が良いからって<br>やっていいことと悪いことが……！"""
un_020490_0020#1,"""……ああ、ちょうど良いところに。<br><%me>さん<br>貴方も言ってあげてください。"""
un_020490_0030#1,"""うう……二人がかりはやめて……<br>本当にごめんなさい、反省してます<br>反省してますから……"""
un_020490_0040#1,"""何をしたのか、って？<br>……シティ内でのテクニック使用です。"""
un_020490_0050#1,"""調子が良いから見てて、って<br>言ってくるから、何かと思えば<br>いきなりテクニックを使って……"""
un_020490_0060#1,"""ご、ごめんなさい……<br>できるかな、と思ったら<br>できちゃっただけで、悪気はなくて……"""
un_020490_0070#1,"""当然です！<br>悪気があったら通報してますよ。"""
un_020490_0080#1,"""……うう、ごめんなさい。"""
un_020490_0090#1,"""……シティ内でのテクニック使用は<br>普通、打ち消されるものです。"""
un_020490_0100#1,"""それなのにマトイさんは<br>ロッドの補助もなく、生身で<br>それを破り、テクニックを使いました。"""
un_020490_0110#1,"""……ありえないことです、これは。<br>聞いたことありません。"""
un_020490_0120#1,"""……誰にも見られてなくて<br>よかったですよ、本当に。<br>下手をすれば、大騒ぎです。"""
un_020490_0130#1,"""……二人とも、何をこそこそ<br>しゃべっているの？"""
un_020490_0140#1,"""……貴方への罰の相談です。"""
un_020490_0150#1,"""えぇー……<br>そんな、悪いことを<br>したつもりないのに……"""
un_020490_0160#1,"""……急に子供みたいになって<br>拗ねないでください。"""
un_020490_0170#1,"""……とにかく、テクニックを<br>使いたいのなら、手続きして<br>練習できるよう準備をします。"""
un_020490_0180#1,"""だからもう、今のようなことを<br>してはいけませんよ。<br>わかりましたか？"""
un_020490_0190#1,"""はーい……"""
un_020490_0200#1,"""……下手に隠し通すよりも<br>能力を自覚させた方が<br>いいこともあります。"""
un_020490_0210#1,"""それに、特異な存在だって<br>ばれたら、いろいろな人が<br>きっと黙ってません。"""
un_020490_0220#1,"""……戦うための道具を<br>持たせるのは、抵抗がありますが<br>……仕方がないと思います。"""
un_020490_0230#1,"""とにかく、このことは<br>私たちだけの秘密に。"""
