name01#0,"""???"""
name02#0,"""???"""
name01#1,"""？？？"""
name02#1,"""？？？"""
un_010440_0010#0,"""โอ้ ดูท่าทางแข็งแรงดีนะ<br>ข้าเห็นท่านพยายามมาตลอดเลย"""
un_010440_0020#0,"""แต่ว่าอย่าใจร้อนไปล่ะ<br>โดยเฉพาะเวลาที่อยู่ตัวคนเดียว<br>ยังไงความปลอดภัยก็ต้องมาก่อน"""
un_010440_0030#0,"""แต่ถ้าจะหาคนมาร่วมปาร์ตี้<br>เพื่อจะได้มีคนสนับสนุนก็<br>ควรหา Hunter จะดีกว่านะ"""
un_010440_0040#0,"""พวกเขาแข็งแกร่งและทนทาน<br>คอยสนับสนุนและป้องกันได้ดีเยี่ยม<br>เป็นคลาสที่วิเศษมากเลยล่ะ"""
un_010440_0050#0,"""มีคนบอกว่าปาร์ตี้ควรจะมีความสมดุล<br>แต่ข้าว่าไม่จำเป็นหรอก<br>Hunter ทั้งหมดและดีแล้ว ปลอดภัยไร้กังวล!"""
un_010440_0060#0,"""ถ้าลังเลที่จะเลือกก็ Hunter ไว้ก่อนแหละ<br>เข้าใจนะ? ไปล่ะ"""
un_010440_0010#1,"""よう、元気そうだな。<br>最近頑張っているそうじゃないか。<br>時々、見かけているぞ。"""
un_010440_0020#1,"""とはいえ、一人で張り切りすぎるなよ。<br>何事においても、多人数で取り組む方が<br>安全性は増すからな。"""
un_010440_0030#1,"""もしパーティーを組むのなら<br>ハンターの仲間を<br>連れて行くことを勧めるぞ。"""
un_010440_0040#1,"""屈強かつ頑強、パーティーの壁にもなり<br>支える柱にもなる。<br>素晴らしいクラスだ。"""
un_010440_0050#1,"""パーティーはバランスよくと言われるが<br>全員ハンターでも十分だと思うぞ。<br>他を気遣う必要もないしな！"""
un_010440_0060#1,"""まあ、要するに迷ったらハンター！<br>そういうことだ、それじゃあな！"""
