Begin#0,"""開始5150"""
Success#0,"""成功5150"""
Failure#0,"""失敗5150"""
Dead#0,"""自分死亡5150"""
BuddyDead#0,"""相手死亡5150"""
Evolution#0,"""発展5150"""
Begin#1,"""増援を確認。<br>攻勢に転じる。"""
Success#1,"""目標の殲滅を確認した。<br>協力、感謝する。"""
Failure#1,"""任務失敗……<br>これより撤退する。すまない。"""
Dead#1,"""損傷、甚大……<br>継続戦闘不可能……"""
BuddyDead#1,"""仲間の戦闘不能を確認。<br>復帰まで、戦線を維持する。"""
Begin#2,"""増援を確認。<br>攻勢に転じる。"""
Success#2,"""目標の殲滅を確認した。<br>協力、感謝する。"""
Failure#2,"""任務失敗……<br>これより撤退する。すまない。"""
Dead#2,"""損傷、甚大……<br>継続戦闘不可能……"""
BuddyDead#2,"""仲間の戦闘不能を確認。<br>復帰まで、戦線を維持する。"""
Begin#3,"""増援を確認。<br>攻勢に転じる。"""
Success#3,"""目標の殲滅を確認した。<br>協力、感謝する。"""
Failure#3,"""任務失敗……<br>これより撤退する。すまない。"""
Dead#3,"""損傷、甚大……<br>継続戦闘不可能……"""
BuddyDead#3,"""仲間の戦闘不能を確認。<br>復帰まで、戦線を維持する。"""
Begin#4,"""増援を確認。<br>攻勢に転じる。"""
Success#4,"""目標の殲滅を確認した。<br>協力、感謝する。"""
Failure#4,"""任務失敗……<br>これより撤退する。すまない。"""
Dead#4,"""損傷、甚大……<br>継続戦闘不可能……"""
BuddyDead#4,"""仲間の戦闘不能を確認。<br>復帰まで、戦線を維持する。"""
