name01#0,"""???"""
name02#0,"""???"""
name01#1,"""？？？"""
name02#1,"""？？？"""
st_010480_0010#0,"""......อื๋อ? โอ๊ะ!<br>คู่หู ว่าไงทำไมถึงมาอยู่แถวนี้ได้ล่ะเนี่ย!"""
st_010480_0020#0,"""ตามหาของ?<br>อะไรกันอะไรกัน น่าสงสัยชะมัดเลย<br>ถ้าจะหาของน่ะก็ชวนข้าด้วยซี่!"""
st_010480_0030#0,"""ข้าเองก็กำลังหาคนอยู่เหมือนกันเพราะงั้น<br>ข้าก็เลยเชี่ยวชาญด้านการหาของเป็นพิเศษเลยนะ?<br>......แต่ถึงจะยังตามหาไม่เจอก็เถอะ"""
st_010480_0040#0,"""ดีล่ะ การที่พวกเราได้มาพบกันที่นี่คงจะเป็นวาสนา<br>อะไรซักอย่าง ข้าจะช่วยด้วยก็แล้วกันนะ คู่หู!<br>แล้วไง กำลังตามหาอะไรล่ะ?"""
st_010480_0050#0,"""อาวุธที่พังแล้ว?<br>ของแบบนั้น ตรงนั้นก็มีกองอยู่เพียบเลยใช่มั้ยล่ะ<br>มีลักษณะพิเศษอะไรบ้างหรือเปล่า?"""
st_010480_0060#0,"""อืม เอาเถอะ ถ้าเจอเดี๋ยวก็รู้เองใช่รึเปล่า?<br>สิ่งที่สำคัญตอนหาของน่ะก็คือ<br>อย่าคิดเยอะขยับร่างกายเอาดีกว่า"""
st_010480_0070#0,"""เอาล่ะ ไปกันเถอะคู่หู!<br>ที่นี่มีพวก Automata อยู่เยอะ<br>เพราะงั้นรีบ ๆ จัดการธุระให้เสร็จกันดีกว่า"""
st_010480_0080#0,"""A.P.238/3/24/10:00"""
st_010480_0010#1,"""……ん、おっ！<br>相棒、どうしたよ、こんなところで！"""
st_010480_0020#1,"""探しもの？<br>なんだよなんだよ水くせえな<br>そういうのはおれも誘えって！"""
st_010480_0030#1,"""おれだって人探し中だから<br>探しものは得意なんだぜ？<br>……まあ、まだ見つかってないけど。"""
st_010480_0040#1,"""よーし、ここで会ったのも縁だろ。<br>おれも手伝うぜ相棒！<br>で、何を探すんだ？"""
st_010480_0050#1,"""壊れた武器？<br>そんなの、そこらにごろごろあるだろ。<br>なんか特別なのがあるのか？"""
st_010480_0060#1,"""ま、いいや、見つけりゃわかるだろ？<br>ものを探す時は、ごちゃごちゃ考えず<br>身体を動かすのが重要なんだぜ。"""
st_010480_0070#1,"""さ、行こうぜ相棒！<br>ここ、機甲種が多いみたいだし<br>さっさと用事、済ませちまおうぜ。"""
st_010480_0080#1,"""A.P.238/3/24/10:00"""
