st_045060_0001#0,"""A.D.2028/4/17/14:30"""
st_045060_0010#0,"""……どうした<%me>。<br>急に立ち止まったりして。"""
st_045060_0020#0,"""１．……何かがおかしい"""
st_045060_0030#0,"""２．時間が巻き戻っている？"""
st_045060_0040#0,"""……おかしいって、何がだ？<br>敵とも遭遇してないこの状況で<br>早計だろ、その判断は。"""
st_045060_0050#0,"""時間が、巻き戻っている？<br>どういうことだよ？\u3000何かあったのか？<br>まだ、敵にも会ってないのに……"""
st_045060_0060#0,"""……敵には、すでに会っている？<br>何度も、交戦している……だと？<br>どういうことだ、そりゃあ……！"""
st_045060_0070#0,"""……シエラさん？\u3000おい、おい！<br>どうなってやがる、通信も通じねえぞ！"""
st_045060_0080#0,"""……無駄。<br>私の領域は同じ時間を繰り返す、遊び場。<br>外からの通信なんて届くわけない。"""
st_045060_0090#0,"""そのまま気づかずに、フルの童話の中を<br>散歩してれば、１００％楽できたのに……<br>あーあ、７０％もったいない。"""
st_045060_0100#0,"""それにしても案外早くバレちゃったね、フル？"""
st_045060_0110#0,"""……この領域の準備、すっごく手間かかったのに。<br>時間の巻き戻しにこんなに早く気付くなんて<br>ちょっと頭、おかしいと思う。"""
st_045060_0120#0,"""……経験あるの、そういうの？<br>オークゥから聞いていた通り、気持ち悪い人。"""
st_045060_0130#0,"""てめえらか……せこい真似しやがって。<br>だが、素直に姿を見せたわりには<br>罠を解除しますって顔じゃねえな。"""
st_045060_0140#0,"""……罠を解除は力づくでどうぞ。<br>そんなこと、絶対させないけど。"""
st_045060_0150#0,"""見てるだけっていうのも６０％飽きたから<br>あたしたちが直接潰してあげる、ってコト。"""
st_045060_0160#0,"""特にそっちの……<%me>。<br>あんた、ほっとくと１００％危なそうだ。<br>絶対に、マザーの邪魔になる。"""
st_045060_0170#0,"""……ラプラスも、マクスウェルも<br>この前のお礼をしたいって、言ってるしね！"""
st_045060_0180#0,"""……<%me>さん。<br>貴方は、とても危ない。<br>そして、とてもとても気持ち悪い人。"""
st_045060_0190#0,"""絶対に、マザーの障害になる。<br>そう、メモしてあるから……"""
st_045060_0200#0,"""マザーの邪魔する奴らは<br>あたしたちが許さない！<br>絶対に、１００％排除してみせる！"""
st_045060_0210#0,"""……マザーの障害を取り払う。<br>それが、私たちの役割。ロール。<br>メモに残すまでもない、当たり前のこと。"""
st_045060_0220#0,"""マザー・クラスタ、日の使徒！<br>オークゥ＝ミラー！"""
st_045060_0230#0,"""……マザー・クラスタ、月の使徒。<br>フル＝ジャニース＝ラスヴィッツ。"""
st_045060_0240#0,"""１００％じゃ足りない！\u3000２００％で迎え撃つ！<br>この命も、この力も、全てはマザーのために！"""
st_045060_0250#0,"""……本の頁をめくれば、物語は繰り返す。<br>何度も、何度も、何度でも。<br>マザーが笑ってくれる、そのときまで。"""
