Begin#0,"""開始5150"""
Success#0,"""成功5150"""
Failure#0,"""失敗5150"""
Dead#0,"""自分死亡5150"""
BuddyDead#0,"""相手死亡5150"""
Evolution#0,"""発展5150"""
Begin#1,"""オレの獲物に手ェ出すなよ！"""
Success#1,"""ヘッ！\u3000なかなかやるじゃねぇか！"""
Failure#1,"""くそったれ……！<br>あとは任せたぞ！"""
Dead#1,"""オレが負けるだと……"""
BuddyDead#1,"""ったく、しょうがねぇヤツだ！<br>あとはオレに任せて休んでな！"""
Begin#2,"""オレの獲物に手ェ出すなよ！"""
Success#2,"""ヘッ！\u3000なかなかやるじゃねぇか！"""
Failure#2,"""くそったれ……！<br>あとは任せたぞ！"""
Dead#2,"""オレが負けるだと……"""
BuddyDead#2,"""ったく、しょうがねぇヤツだ！<br>あとはオレに任せて休んでな！"""
Begin#3,"""オレの獲物に手ェ出すなよ！"""
Success#3,"""ヘッ！\u3000なかなかやるじゃねぇか！"""
Failure#3,"""くそったれ……！<br>あとは任せたぞ！"""
Dead#3,"""オレが負けるだと……"""
BuddyDead#3,"""ったく、しょうがねぇヤツだ！<br>あとはオレに任せて休んでな！"""
Begin#4,"""オレの獲物に手ェ出すなよ！"""
Success#4,"""ヘッ！\u3000なかなかやるじゃねぇか！"""
Failure#4,"""くそったれ……！<br>あとは任せたぞ！"""
Dead#4,"""オレが負けるだと……"""
BuddyDead#4,"""ったく、しょうがねぇヤツだ！<br>あとはオレに任せて休んでな！"""
