st_045020_0001#0,"""A.D.2028/4/17/12:00"""
st_045020_0010#0,"""聖母……奧菲艾爾先生……<br>火継她……怎麼樣了？<br>知道她醒不過來的原因了嗎？"""
st_045020_0020#0,"""根本醒不過來的！這100%肯定是死了啊！<br>那可是咔嚓一道斜劈，然後猛刺向了肚皮啊！<br>講道理，汗毛都豎不起一根的好吧。"""
st_045020_0030#0,"""……這可不一定哦，庫。<br>畢竟也存在著喪尸之類的東西嘛。我還挺想看看喪尸的呢。<br>你那把劍，會不會就是用來把人變成喪尸的？"""
st_045020_0040#0,"""可、可是……聖母她……<br>聖母她說，如果要救火継……<br>就只有這一種辦法了啊……！"""
st_045020_0050#0,"""……但說實話，我倒也沒有預料到<br>你居然會把力量展示到這個份上。<br>看來，我似乎是錯估你的能力了。"""
st_045020_0060#0,"""鷲宮冰莉，我向你道歉。<br>是我導致了八坂火継，不是被別人，而正是被你親手所傷<br>……這一點，我有愧於你。"""
st_045020_0070#0,"""您、您別這麼說，這又不是聖母的錯……"""
st_045020_0080#0,"""……檢查結束。<br>任何臟器都在正常活動，沒有發現異常。<br>不存在阻礙她醒來的理由。"""
st_045020_0090#0,"""……那看來，原因是在於心了。"""
st_045020_0100#0,"""心？"""
st_045020_0110#0,"""正是如此。<br>以太的具現化，是人內在衝動的顯現。"""
st_045020_0120#0,"""八坂火継是在內心動蕩不安之中<br>將其具現化，並最終遭到了粉碎的。<br>……換句話說，她的心，現在已是破碎不堪的狀態了。"""
st_045020_0130#0,"""雖說武器無論折斷多少次，都能重新構築成型<br>但這一切的前提，都得要有心－－當然了，也得要有命。"""
st_045020_0140#0,"""原來如此。她是失去了活下去的意志啊。<br>雖說這說法頗有詩意，但確實也很難想到其他可能性了。"""
st_045020_0150#0,"""火継……"""
st_045020_0160#0,"""……不過，只要有聖母您的力量<br>就是能把火継恢復成原樣的吧？"""
st_045020_0165#0,"""……這個嘛。"""
st_045020_0170#0,"""就是這樣，鷲宮冰莉。<br>但這也得先把用花言巧語誆騙八坂火継之人<br>消滅乾淨才行。這你懂吧？"""
st_045020_0180#0,"""<%me>，還有ARKS。<br>只要把那些讓火継的內心變得<br>亂七八糟的人，都消滅掉就好了是吧？"""
st_045020_0190#0,"""沒錯。只要完成了這些<br>想來八坂火継，也就自然而然<br>會回到你身邊了。"""
st_045020_0200#0,"""……你要等著我哦，火継。<br>我絕對會把你解放出來的。<br>我不會再讓你，繼續痛苦下去了。"""
st_045020_0210#0,"""我竟要利用她那樣的小孩子……<br>雖說這是我自己幹出來的事，可這心裡也實在是不好受。"""
st_045020_0220#0,"""……我理解您的感受，聖母。<br>但這一切，全都是為了實現我們的目的。"""
st_045020_0230#0,"""還請聖母您萬萬不要介懷。<br>若必須有人弄髒雙手去做這些<br>……那這就是我的職責。"""
st_045020_0240#0,"""弄髒雙手就是自己的職責？<br>哈，這可不好說啊！<br>他這人，不就只是個喜歡年輕小姑娘的變態嘛？"""
st_045020_0250#0,"""……庫，莫非你對自己被奧菲艾爾先生<br>出手相助之事，還心有不甘？"""
st_045020_0260#0,"""誰、誰會不甘啊！"""
st_045020_0270#0,"""比起這個，那個叫冰莉的孩子才不妙呢。<br>要是她就這麼孤注一擲下去，那後果可真是不敢設想。<br>我都50%起了個雞皮疙瘩呢。"""
st_045020_0280#0,"""……她那種，就屬於我們常聽說的“病嬌”啦。<br>親眼看到還挺有參考價值呢。記筆記記筆記。"""
st_045020_0290#0,"""……聖母，那孩子真的沒問題麽？<br>我怎麼老覺得，她從一開始就有80%挺危險的啊？"""
st_045020_0300#0,"""……畢竟也有定論說，這病嬌<br>不管是敵是友，都很難應付呢。恩。"""
st_045020_0310#0,"""這不成問題。她的心沒那麼脆弱。<br>鷲宮冰莉是靠著想拯救八坂火継的意志<br>才獲得了這份力量的。"""
st_045020_0320#0,"""雖說多少也有奧菲艾爾的影響吧……<br>但她的願望很是純粹。"""
st_045020_0330#0,"""比起這件事……奧庫＝米勒。<br>芙露＝喬尼絲＝拉斯維茨。"""
st_045020_0340#0,"""要把如此嚴苛的任務交給你們兩人<br>我真的很過意不去。<br>還請你們原諒我的無能。"""
st_045020_0350#0,"""……您、您別這樣。<br>聖母，您就別道歉了。"""
st_045020_0360#0,"""聖母，我們也知道這已經是<br>100%完美的分工了。<br>……而且，這本來就是我計算出來的嘛。"""
st_045020_0370#0,"""……都是為了這次任務，上次我才忍住了沒有出動。<br>而且準備也都已經妥當了。所以就請交給我們吧。"""
st_045020_0380#0,"""這份使命，可只有我們才辦得到！<br>我們一定會依聖母您所願<br>做出200%的成果來的！"""
st_045020_0390#0,"""……就在我和庫兩人，差點就要從這世上被消抹之時<br>是聖母拯救了我們。<br>這份恩情，我沒齒難忘。"""
st_045020_0400#0,"""“能力的高低與年紀無關”這一點<br>也只有聖母肯理解。<br>是聖母，承認了我們。"""
st_045020_0410#0,"""……多虧了聖母，我才得以將“文”出神入化。"""
st_045020_0420#0,"""多虧了聖母，我才得以將“數”登峰造極。"""
