Begin#0,"""開始5150"""
Success#0,"""成功5150"""
Failure#0,"""失敗5150"""
Dead#0,"""自分死亡5150"""
BuddyDead#0,"""相手死亡5150"""
Evolution#0,"""発展5150"""
Begin#1,"""/ci1 2 ああ、任せておけ。<br>しかし、この独特の甘い香りは<br>さすがに落ち着かないな……"""
Success#1,"""/ci1 ……無事に終わったのはいいのだが<br>チョコを届ける任務とは<br>一体どんな意味があるのだろうか。"""
Failure#1,"""/mn13 クッ、あの程度の相手に<br>遅れを取るとは……不甲斐ない。"""
Dead#1,"""/mn4 くっ……<br>油断がすぎたか……！"""
BuddyDead#1,"""/mn18 前に出すぎだ、ＲＩＮＡ。<br>少し休んでいるといい。"""
Begin#2,"""/ci1 2 チョコの準備は出来てますが<br>これは、どういう任務なのでしょう……"""
Success#2,"""/mn2 /ci1 2 t5 協力、感謝します。<br>しかし、このチョコは一体誰に<br>渡せばよいのでしょうか……"""
Failure#2,"""/mn2 チョコについてはともかく……<br>任務の失敗は、反省すべきことです。<br>……申し訳ありません。"""
Dead#2,"""/mn4 ぐっ……<br>マトイ様に迷惑をかけるわけには……！"""
BuddyDead#2,"""/mn2 マトイ様、無理は禁物です！<br>後は私達が！"""
