11_voice_NPC_5014_100#0,"""เอ่อ ขอเวลาเดี๋ยวได้มั้ย<br>พอดีข้ามีของจะให้ท่าน.."""
favs_before_020#0,"""คือ... นี่ รับไปสิ<br>ของขวัญจากข้า"""
favs_after_010#0,"""ข้ากับ Pati สร้างความลำบากให้กับท่านบ่อยๆ<br>ขอโทษด้วยนะ<br>นี่จึงเป็นของตอบแทนเล็กๆน้อยๆ"""
favs_after_020#0,"""ขอบคุณมากที่ช่วยอะไรพวกเราตั้งหลายอย่าง<br>จากนี้ก็ขอฝากตัวด้วย"""
11_voice_NPC_5014_100#1,"""あの、少しいいかな。<br>あなたに渡したいものがあって……"""
favs_before_020#1,"""ええっと……はい、これをどうぞ。<br>私からのプレゼントです。"""
favs_after_010#1,"""いつもいつも、パティちゃんともども<br>お世話になっているので<br>そのお礼、といった感じのものです。"""
favs_after_020#1,"""迷惑ばっかりかけている私たちですが<br>これからも、よろしくお願いします。"""
favs_present_010#0,"""Tia มอบ [Element Synthesizer] ให้กับท่าน"""
favs_present_020#0,"""Tia มอบ [Barta] ให้กับท่าน"""
favs_present_030#0,"""Tia มอบ [Element Synthesizer] ให้กับท่าน"""
favs_present_040#0,"""Tia มอบ [Gibarta] ให้กับท่าน"""
favs_present_050#0,"""Tia มอบ [Element Synthesizer] ให้กับท่าน"""
favs_present_060#0,"""Tia มอบ [Shield] ให้กับท่าน"""
favs_present_070#0,"""Tia มอบ [Element Synthesizer] ให้กับท่าน"""
favs_present_080#0,"""Tia มอบ [Rabarta] ให้กับท่าน"""
favs_present_090#0,"""Tia มอบ [Element Synthesizer] ให้กับท่าน"""
favs_present_100#0,"""Tia มอบ [Element Synthesizer] ให้กับท่าน"""
favs_present_010#1,"""ティアから『シンセサイザー』を受け取りました。"""
favs_present_020#1,"""ティアから『バータ』を受け取りました。"""
favs_present_030#1,"""ティアから『シンセサイザー』を受け取りました。"""
favs_present_040#1,"""ティアから『ギ・バータ』を受け取りました。"""
favs_present_050#1,"""ティアから『シンセサイザー』を受け取りました。"""
favs_present_060#1,"""ティアから『デバンド』を受け取りました。"""
favs_present_070#1,"""ティアから『シンセサイザー』を受け取りました。"""
favs_present_080#1,"""ティアから『ラ・バータ』を受け取りました。"""
favs_present_090#1,"""ティアから『シンセサイザー』を受け取りました。"""
favs_present_100#1,"""ティアから『シンセサイザー』を受け取りました。"""
text100#0,"""ขอแจ้งวิธีเปลี่ยนแปลง MyRoom ของคุณด้วย Text toast 1"""
text1000#0,"""ขอแจ้งวิธีเปลี่ยนแปลง MyRoom ของคุณด้วย Text toast 2"""
