un_063020_0001#0,"""A.P.242/3/13"""
un_063020_0010#0,"""……まだ、ごみが落ちていましたのね。"""
un_063020_0020#0,"""……やあっ！"""
un_063020_0030#0,"""……守護輝士さま、ですわね。"""
un_063020_0040#0,"""本来ならばメイドの領分である<br>お掃除をお手伝いいただくなんて<br>大変、心苦しいのですが……"""
un_063020_0050#0,"""せめて……<br>ご奉仕させていただきますわ。<br>これが、わたくしの……"""
un_063020_0060#0,"""……おもてなし、ですの！"""
un_063020_0070#0,"""さあ……<br>お掃除を、始めましょう？"""
un_063020_0080#0,"""これで……最後ですの！"""
un_063020_0090#0,"""……感謝いたしますわ。<br>巻き込んでしまって、大変申し訳……<br>あらっ……！？"""
un_063020_0100#0,"""大変ですの！\u3000ホウキが粉々に！<br>また、やってしまいましたの！"""
un_063020_0110#0,"""あああ、またマリアさんに<br>加減なさいと怒られてしまいます……<br>いえ、落ち込んではいられませんわ！"""
un_063020_0120#0,"""ご挨拶が遅れましたの……<br>わたくし、ルコットと申します。"""
un_063020_0130#0,"""お目にかかれて光栄ですわ。<br>守護輝士さま！"""
un_063020_0140#0,"""わたくしがここにいた理由ですか？<br>この度、新クラス「エトワール」が<br>認可されることになりまして……"""
un_063020_0150#0,"""それで、提唱者の責務として<br>実践で戦術を確かめていましたの。"""
un_063020_0160#0,"""エトワールが、気になりますの？<br>守護輝士さまにそう思っていただけて<br>光栄ですわ。"""
un_063020_0170#0,"""それでは、僭越ながら<br>ご説明をさせていただきますの。"""
un_063020_0180#0,"""エトワールは、ご覧いただいた通り<br>打撃を得意とする、近接クラスですの。"""
un_063020_0190#0,"""その特徴は、総合力を高めること。<br>味方のクラスごとに適切なプラス効果を<br>付与することで、全体にご奉仕する。"""
un_063020_0200#0,"""そして、みなさんが強くなることで<br>エトワール自身もまた、強くなれる……<br>そんなクラスですの。"""
un_063020_0210#0,"""……ですが、なにぶんわたくしが<br>未熟なせいで、守護輝士さまに助けて<br>いただいて……ごめんなさいですの。"""
un_063020_0220#0,"""ご迷惑……でしたわよね。<br>守護輝士さま……？"""
un_063020_0230#0,"""怪我はなかった？"""
un_063020_0240#0,"""助けるまでもなかったね"""
un_063020_0250#0,"""はい！\u3000おかげさまで、ですの！<br>メイドにまでお気遣いいただくなんて<br>お強いだけでなく、お優しいのですね。"""
un_063020_0260#0,"""そんなこと、ありませんの！<br>わたくし、自分を過信しておりました。<br>心から感謝いたしますわ。"""
un_063020_0270#0,"""さすがは守護輝士さまですわ。<br>その強さ、そして優しさ……<br>感動ですの！\u3000尊敬ですの！"""
un_063020_0280#0,"""まさに、メイドがお仕えする<br>理想のご主人さま……マスターだと<br>確信いたしました！"""
un_063020_0290#0,"""わたくし、マスターが不在で……<br>今後は、あなたさまをマスターとして<br>お仕えいたしますの！"""
un_063020_0300#0,"""ふつつか者ではございますが……<br>よろしくお願いしますの、マスター！"""
