st_054058_0001#0,"""A.P.241/10/15/10:00"""
st_054058_0010#0,"""……なるほど。<br>まだ、あっちの世界の調査には<br>時間がかかりそうだね。"""
st_054058_0020#0,"""ルーサーの次は<br>ゲッテムハルトさんまで出てきて……<br>もう何が何だかーって感じです。"""
st_054058_0030#0,"""混乱する国を立て直したと思ったら<br>今度は別の国での戦いですし。<br>せわしないったらありゃしません。"""
st_054058_0040#0,"""人の歴史は、戦いの歴史。<br>アークスの歴史も、ずーっと<br>ダーカーとの戦いだもんねー。"""
st_054058_0050#0,"""今は比較的平和、って言ってるけど<br>戦いは続いてるし……<br>どこの世界でも、そうなのかな？"""
st_054058_0060#0,"""どこもかしこも似たり寄ったり。<br>だからこそ、オメガでも同じような<br>流れになってるのかもなあ。"""
st_054058_0070#0,"""シャオ、こっちの世界の状況は<br>どうなっているんですか？"""
st_054058_0080#0,"""ブラックホールは、依然拡大中。<br>すでに周辺の銀河が<br>飲み込まれはじめている。"""
st_054058_0090#0,"""なによりその拡大速度が尋常じゃない。<br>まったく楽観はできない状況だ。"""
st_054058_0100#0,"""し、市街地にダーカー反応！<br>予兆も何もなかったのに<br>いきなり出現って……！"""
st_054058_0110#0,"""……アークス各員に出撃命令。<br>不可解な出現だ、十分に気を付けて<br>討伐にあたるように連絡を。"""
st_054058_0120#0,"""<%me>！<br>わたしたちも行こう！"""
skit01#0,"""The Influence"""
skit02#0,"""あっちの世界と、こっちの世界"""
