Begin#0,"""開始5150"""
Success#0,"""成功5150"""
Failure#0,"""失敗5150"""
Dead#0,"""自分死亡5150"""
BuddyDead#0,"""相手死亡5150"""
Evolution#0,"""発展5150"""
Begin#1,"""/mn15 /toge /ci2 4 夏だっ！\u3000ビーチだっ！<br>そして一味違うパティエンティアッ！<br>なんと今回はおそろいの水着で登場！"""
Success#1,"""/mn15 /ci2 1 ふっふっふ、見分けがつくまい！\u3000<br>パティエンティアの新技に死角はなし！<br>さぁ、次の海が呼んでいる！"""
Failure#1,"""/mn1 あ、あれ？\u3000失敗しちゃった！？<br>ま、まぁこういう時もあるよね！<br>気にせず、海を満喫しよー！"""
Dead#1,"""/mn5 あれれ？\u3000なんか目が回る……<br>おぉ、世界も回ってる……<br>あれはさっき食べ逃した……がくっ。"""
BuddyDead#1,"""/mn36 ティアっ！？\u3000二人おそろいなんだから<br>二人でいないと意味ないのにー！<br>この恨み、晴らさでおくべきかー！"""
