Begin#0,"""開始5150"""
Success#0,"""成功5150"""
Failure#0,"""失敗5150"""
Dead#0,"""自分死亡5150"""
BuddyDead#0,"""相手死亡5150"""
Evolution#0,"""発展5150"""
Begin#1,"""/ci3 2 /mn12 ヒツギちゃん、あれ偽物だよ！<br>ほら、まゆげの形が違うでしょ？<br>でも暴れてるから抑えないと！"""
Success#1,"""/ci2 2 /mn24 だ、だからあれは偽物で……って<br>話を聞いてよー！\u3000ヒツギちゃあん！<br>あっ、ご協力ありがとうございました！"""
Failure#1,"""/mn1 ああ、失敗しちゃいました……<br>ごめんなさい、手伝ってもらったのに。"""
Dead#1,"""/mn24 ううう……せめて一度でいいから<br>ヒツギちゃんと一緒にチョコを作って<br>二人で「あーん」したかっ……た……"""
BuddyDead#1,"""/mn18 ヒツギちゃんっ！？\u3000よ、よくも……<br>絶対、許さないから……！"""
