name01#0,"""???"""
name02#0,"""???"""
name01#1,"""？？？"""
name02#1,"""？？？"""
st_010646_0010#0,"""จำนวนของ D-arkers เยอะมากจนน่ากลัว<br>ชั้นไม่เคยเห็นพวกมันรวมตัวกันได้<br>จำนวนขนาดนี้มาก่อนเลยค่ะ"""
st_010646_0020#0,"""น่าแปลกใจว่าพวกมันมาจากไหนถึงรวมตัวได้<br>จำนวนเยอะขนาดนี้ พูดตามตรงชั้นเองก็ไม่เข้าใจค่ะ"""
st_010646_0030#0,"""เพื่อต่อกรกับ D-arkers<br>ในครั้งนี้คงจำเป็นที่จะต้องสูญเสียกำลังพลของ ARKS<br>มหาศาล...... เรื่องการฟื้นฟูเองก็คงจะลำบากเหมือนกันค่ะ"""
st_010646_0040#0,"""บางเวลาชั่นเองก็ไม่เข้าใจที่เราทำอยู่นี่<br>เรากำลังไล่ล่า D-arkers หรือเรา<br>กำลังถูก D-arkers ไล่ล่ากันแน่"""
st_010646_0050#0,"""ไม่ว่ากำลังถูกไล่ล่าหรือถูกไล่ล่า<br>แต่ถ้าหากไม่ตัดรากถอนโคนแล้วล่ะก็......<br>จะพ้ายแพ้เอาได้...... ชั้นคิดอย่างนั้นคะ"""
st_010646_0060#0,"""A.P.238/3/31/13:00"""
st_010646_0010#1,"""……すさまじいダーカーの数ですね。<br>およそ、見たことがないほどの<br>数が集まっているようです。"""
st_010646_0020#1,"""どこからこれほどの数が<br>集まってくるのか……<br>正直、わかりません。"""
st_010646_0030#1,"""それに対し、アークスの<br>人的被害は今回も甚大……<br>復元も大変でしょう。"""
st_010646_0040#1,"""私は、時々わからなくなります。<br>ダーカーを追い詰めているのか<br>追い詰められているのか……"""
st_010646_0050#1,"""どちらにせよ<br>根を断たねば……負けてしまう。<br>……そう、思います。"""
st_010646_0060#1,"""A.P.238/3/31/13:00"""
