st_047030_0001#0,"""A.P.241/4/22/18:00"""
st_047030_0010#0,"""Say, Hitsugi. Are you really going to fight Mother?"""
st_047030_0020#0,"""What? You're scared about it now?"""
st_047030_0030#0,"""Oh, no, that's not what I meant... I was just thinking, maybe this entire situation has gotten too big for us to handle."""
st_047030_0040#0,"""Yeah... This situation is definitely more than I expected."""
st_047030_0050#0,"""Mother cluster apostles... embodied weapons, ESCA darkers... They would've been unthinkable before."""
st_047030_0060#0,"""But, no matter how out of control things seem, my goal will not change."""
st_047030_0070#0,"""I am going to rescue Aru from Mother. That's my only goal."""
st_047030_0080#0,"""I see."""
st_047030_0090#0,"""Kohri, you're still hesitant, right? Whether or not you should fight against Mother."""
st_047030_0100#0,"""Wha?! N-No, that's not..."""
st_047030_0110#0,"""Is Mother right, or is she wrong? Are we right, or are we wrong? That's something we won't know as we're involved."""
st_047030_0120#0,"""That's why it's not important. What's important is what you want to do."""
st_047030_0130#0,"""Think for yourself, and decide for yourself... That's all."""
st_047030_0140#0,"""Kohri, if you're still lost, you don't have to come with me. Being lost can lead to painful experiences."""
st_047030_0150#0,"""Hitsugi wants to save Aru. Then I want to support Hitsugi. That's my only goal."""
st_047030_0160#0,"""That's why I'm not hesitating or lost. I'm going to go with Hitsugi."""
st_047030_0170#0,"""コオリ……"""
st_047030_0180#0,"""それにね、マザーが間違ってるんだったら<br>わたしたちが、止めてあげないと。<br>……マザー・クラスタの一員としてさ。"""
st_047030_0190#0,"""……じゃ、いつものように<br>容赦なく振り回すつもりで動くから<br>覚悟しておきなさいよ、コオリ。"""
st_047030_0200#0,"""うん。"""
st_047030_0210#0,"""……ヒツギちゃん、変わったね。"""
st_047030_0220#0,"""そう？<br>強がってるだけかもよ？"""
st_047030_0230#0,"""ううん、そんなことないよ。<br>前は理詰めで答えを出して<br>勢いで押し切るって感じだったけど、今は違う。"""
st_047030_0240#0,"""思うがままに喋って、思うがままに動いて<br>勢いつけて、ばーん、って感じ。"""
st_047030_0250#0,"""考えなしに動いてるって聞こえるんだけど……<br>ま、事実その通りだけどさ。"""
st_047030_0260#0,"""……でもね、わたしは<br>今のヒツギちゃんの方が、好きだな。"""
st_047030_0270#0,"""……ふうーん、ヒツギちゃんの真似をするな！<br>って、怒ったりしなくていいの？<br>偽物だっ！\u3000とか言って斬りかかったりは？"""
st_047030_0280#0,"""……も、もう、それは言わないでよー！"""
st_047030_0290#0,"""それにあのときのヒツギちゃんは<br>ほんとどっちつかずな感じだったんだよー！<br>まるで偽物さんのようだったんだよー！"""
st_047030_0300#0,"""……さらっと毒吐くわねあんた。<br>たしかにあのときはふらふらしてたけどさ。"""
st_047030_0310#0,"""まー、あのときにー、コオリさんにー<br>ばっさり斬ってもらえたからー、それで<br>目を覚ますことが出来たんですけどー。"""
st_047030_0320#0,"""うううううう…………斬って！<br>わたしも斬って！\u3000刺して！\u3000ぶっ刺して！<br>ヒツギちゃんの手で殺して、わたしを！"""
st_047030_0330#0,"""そしてヒツギちゃんの心の中で<br>わたしは生きるの……永遠に、はかなく……"""
st_047030_0340#0,"""……あ、なんだかそれロマンチックかも！<br>心の中で生き続けるって……素敵……！"""
st_047030_0350#0,"""……いついかなるときでも<br>一切ブレない点だけは見習いたいわ、本当に。"""
