un_050040_0001#0,"""A.P.241/10/17"""
un_050040_0010#0,"""あ、こんにちは。<br>先日は取り乱してしまって<br>すみません。"""
un_050040_0020#0,"""でも、ヒーローはヒーローです。<br>すでに認可されています。<br>この名は変わりませんからね。"""
un_050040_0030#0,"""この名を付けたのは私です。<br>これしかないって思いました。"""
un_050040_0040#0,"""守護輝士のあなたや<br>アークスの皆さんはヒーローです。<br>それを忘れて欲しくないんです。"""
un_050040_0050#0,"""私は数年前にダーカーの強襲を受けた艦<br>第百二十八番艦テミスの出身なんです。"""
un_050040_0060#0,"""襲撃を受けた当時の私は<br>まだアークスじゃなくて、子供でした。<br>居住区でダーカーに怯えていました。"""
un_050040_0070#0,"""……ああ、ここで死んじゃうんだ。<br>そんな風に思っていました。"""
un_050040_0080#0,"""でもそんなとき、アークスの人が<br>ダーカーの群れをあっという間に<br>倒していってくれたんです。"""
un_050040_0090#0,"""私は、直接お礼を言うこともできず<br>その後ろ姿をちょっと見ただけですが<br>……あれはまさしくヒーローでした。"""
un_050040_0100#0,"""私も、ああなりたいんです。<br>あんな風に、誰かを救えるように。<br>誰かの力になれるように……"""
un_050040_0110#0,"""その気持ちを持ち続けるために<br>クラスの名前に、それをつけました。"""
un_050040_0120#0,"""アークスの皆さんは<br>皆さんが思っている以上に<br>ヒーローなんです。"""
un_050040_0130#0,"""だから、クラスの名前に使えば<br>もっとそう思ってくれるかなって。<br>……たいへん恐縮な話ですが。"""
un_050040_0140#0,"""だから、クラス名に名前負けしないよう<br>私はもっともーっと頑張らないと<br>いけないんですよね！"""
un_050040_0150#0,"""よしっ、気合い充電完了！<br>お話聞いてくださって<br>ありがとうございました！"""
