un_013170_0001#0,"""A.P.238/4/8"""
un_013170_0010#0,"""อ๊ะอ๊ะ ใครเหรอค้า?<br>แหมแหม คุณนี่เอง<br>ถ้าอย่างนั้นชั้นจะได้ไม่ยิงค่ะ"""
un_013170_0020#0,"""เพราะว่าถ้ายิงก่อนจะเริ่ม<br>งานเทศกาลเดี๋ยวจะถูกโกรธเอา"""
un_013170_0030#0,"""จะว่าไปงานเทศกาล<br>ที่เรียกว่างานประลองฝีมือนั่น<br>มันใกล้จะเริ่มแล้วสินะคะ"""
un_013170_0040#0,"""แต่ว่านะคะ ดูเหมือนว่าจะมีกฎ<br>ที่น่าผิดหวังอยู่นิดหน่อยค่ะ<br>รู้สึกว่าจะต้องจับคู่กับใครก็ได้ซักคนน่ะค่ะ"""
un_013170_0050#0,"""Risa น่ะอยากจะลุยคนเดียว<br>ให้เต็มที่มากกว่า......<br>น่าเสียดายจริงๆ เลยค่ะ"""
un_013170_0060#0,"""แต่เอาเถอะ การมีกฎที่ต้องให้<br>ทำตามมันก็รู้สึกเร่าร้อนอยู่<br>แบบนั้นมันก็ไม่เลวเหมือนกันค่ะ"""
un_013170_0070#0,"""คุณจะจับคู่กับใครเหรอคะ?<br>Risa ยังว่างอยู่นะ<br>ดังนั้นจะชวนชั้นก็ได้นะคะ"""
un_013170_0080#0,"""แน่นอนว่า<br>ถ้าคุณไม่รู้สึกกลัว Risa ล่ะนะคะ<br>คิกคิก คิกคิกคิก"""
un_013170_0090#0,"""เอาล่ะ ถ้าอย่างนั้น ก็ลาก่อนค่ะ<br>แล้วไว้เจอกันใหม่นะค้า"""
un_013170_0001#1,"""A.P.238/4/8"""
un_013170_0010#1,"""おやおや誰ですかあ？<br>あらあらあなたですかあ。<br>それじゃあ撃たないでおきますよお。"""
un_013170_0020#1,"""お祭り騒ぎが始まるまでは<br>怒られちゃいますからねえ。"""
un_013170_0030#1,"""そういえばあ<br>戦技大会とかいうお祭り<br>そろそろ開催するそうですよお。"""
un_013170_0040#1,"""でもですねえ、ちょっと少し<br>がっかりなルールなんです。<br>誰かと組まなきゃいけないんです。"""
un_013170_0050#1,"""リサは一人で思いっきり<br>やってやりたかったんですけど……<br>残念ですねえ。"""
un_013170_0060#1,"""まあ、ルールの中でなんとかやる<br>というのも燃えますから<br>それはそれでいいんですけどね。"""
un_013170_0070#1,"""あなたはあ、誰と組むんですかあ？<br>リサは空いてますから<br>誘ってくれてもいいですよお。"""
un_013170_0080#1,"""もちろん<br>リサが怖くなければ、ですけどねえ。<br>ふふっ、ふふふっ。"""
un_013170_0090#1,"""では、それでは、さようならあ。<br>またお会いしましょうねえ。"""
